,J_WLR16_32ND,J_WLR18_COMB_HEMP,J_WLR19_23RD,J_WLR20_TRINITY
2023-04-04 14:10:00+00:00,0.006997451829081077,-0.0033491586847560484,-0.0011283804939571003,0.008026314647991247
2023-04-04 14:15:00+00:00,0.0072500340549709105,-0.0032822200729848796,-0.0011634385365094128,0.008035653412694426
2023-04-04 14:20:00+00:00,0.007051949654174905,-0.003468875514400338,-0.0011489602046774886,0.00813919615177004
2023-04-04 14:25:00+00:00,0.0069135959907517495,-0.00356859776922344,-0.001410678218087469,0.008125102644873058
2023-04-04 14:30:00+00:00,0.006871435441331642,-0.0034505964823589846,-0.0014714777037378704,0.008090108887101148
2023-04-04 14:35:00+00:00,0.006784623742373696,-0.0036109415691707152,-0.0014742822311272145,0.008194543041598952
2023-04-04 14:40:00+00:00,0.006637520594922345,-0.003633471999472704,-0.0014662936224861293,0.008138394782834742
2023-04-04 14:45:00+00:00,0.006694601311490563,-0.0034627879820959607,-0.0014782131495432319,0.008089168830022687
2023-04-04 14:50:00+00:00,0.0067106896133282135,-0.003606406963578479,-0.001483814077854125,0.008323755320998317
2023-04-04 14:55:00+00:00,0.00650842078928046,-0.0035633998284017327,-0.0013804704364446252,0.008369277639387936
2023-04-04 15:00:00+00:00,0.00608572083462775,-0.00342388404049719,-0.0013665608694490552,0.008373273335980496
2023-04-04 15:05:00+00:00,0.005587171470771561,-0.0033109780772785295,-0.001369947237254602,0.008453184584301237
2023-04-04 15:10:00+00:00,0.005201556953380759,-0.003314637962319959,-0.00139108531226384,0.008668712106093797
2023-04-04 15:15:00+00:00,0.005003366758461425,-0.0032324161505310183,-0.001555292569944792,0.008691732948544957
2023-04-04 15:20:00+00:00,0.004918600764010724,-0.0031834312441816337,-0.001604594138698682,0.008669837012998489
2023-04-04 15:25:00+00:00,0.004817990964799416,-0.0031357350127431496,-0.0016049295789798633,0.008622179129343977
2023-04-04 15:30:00+00:00,0.004717508151554739,-0.0031976266436231525,-0.0017809870779728954,0.008657612998299176
2023-04-04 15:35:00+00:00,0.0047581945436112015,-0.003261585878395105,-0.0018056943443089798,0.008585438345452683
2023-04-04 15:40:00+00:00,0.004831061064324634,-0.0032676309553551163,-0.0018108485343049097,0.008561764662539417
2023-04-04 15:45:00+00:00,0.004752364049527576,-0.0033427097107155152,-0.0017310846294473472,0.008604830625194874
2023-04-04 15:50:00+00:00,0.004694403989955731,-0.003402948284906415,-0.0017134675601416423,0.008636798106448396
2023-04-04 15:55:00+00:00,0.004587857600549227,-0.0034626683058462506,-0.0017153614379376827,0.008673670036759517
2023-04-04 16:00:00+00:00,0.004472134009447851,-0.0037424733222527116,-0.0021541013816573696,0.008784179413495963
2023-04-04 16:05:00+00:00,0.004176135470662719,-0.004267477607123737,-0.0022430305049179347,0.008806423816593186
2023-04-04 16:10:00+00:00,0.003883175357881896,-0.00436221803192609,-0.0022234517031042363,0.008712951702882303
2023-04-04 16:15:00+00:00,0.0036853936190179106,-0.004430831226956874,-0.0019650926889596574,0.008693468140199912
2023-04-04 16:20:00+00:00,0.0034666959999280302,-0.00436756228658813,-0.001878124828801712,0.008671054264732447
2023-04-04 16:25:00+00:00,0.003382877567400063,-0.004410804170537593,-0.001884368758564392,0.008844757136835331
2023-04-04 16:30:00+00:00,0.003199352124747179,-0.004332394663572358,-0.0017157072861929616,0.009025427576514745
2023-04-04 16:35:00+00:00,0.0029643001068743995,-0.004402451674283725,-0.001699063456070841,0.009195753810785353
2023-04-04 16:40:00+00:00,0.0025794284571550937,-0.004396332525794832,-0.0016695234948580643,0.009168027599154508
2023-04-04 16:45:00+00:00,0.0024082314234315544,-0.004338484631240173,-0.0016793750492325899,0.008810374274884226
2023-04-04 16:50:00+00:00,0.002318175351386268,-0.004453602883093784,-0.0016739412335122475,0.008746054569310975
2023-04-04 16:55:00+00:00,0.0022581124251881118,-0.004404510253219958,-0.0016719394881391735,0.008640613494465772
2023-04-04 17:00:00+00:00,0.0023226748355009855,-0.004435999284754644,-0.0018646597921313439,0.00864399205921605
2023-04-04 17:05:00+00:00,0.0022538157400409393,-0.004337914720254806,-0.0018701367573413564,0.00853301285096677
2023-04-04 17:10:00+00:00,0.0022181809174971552,-0.004179721182870822,-0.0018650004700333511,0.008470569523271364
2023-04-04 17:15:00+00:00,0.0023013433300567007,-0.004292471360964593,-0.0018896455382114634,0.008588284239640606
2023-04-04 17:20:00+00:00,0.0022669474471446924,-0.004265132118665822,-0.001959099351389189,0.008564388349568238
2023-04-04 17:25:00+00:00,0.0022158272763618926,-0.004132290643444018,-0.0019852198898651827,0.008534630710928089
2023-04-04 17:30:00+00:00,0.00229911081562193,-0.0042345518328299175,-0.002005700981090778,0.008713177575782539
2023-04-04 17:35:00+00:00,0.0022461874243248302,-0.0041964653246007325,-0.002240429956281294,0.008701278700096774
2023-04-04 17:40:00+00:00,0.002223333724785448,-0.004365933684229617,-0.0022801399645762405,0.0086668443593832
2023-04-04 17:45:00+00:00,0.002286295406358363,-0.004463846907520974,-0.002279967926041119,0.008818732131265014
2023-04-04 17:50:00+00:00,0.0022479155721867984,-0.0044845580736553835,-0.0020820827609744205,0.008848487557800884
2023-04-04 17:55:00+00:00,0.0022231297684802104,-0.004433936435489727,-0.0020273594386499855,0.008821840501220398
2023-04-04 18:00:00+00:00,0.002262665276937052,-0.0044891187086231335,-0.002035651945036913,0.008932428835499688
2023-04-04 18:05:00+00:00,0.0022657470496559046,-0.004510345700326942,-0.002378655188816007,0.00905868934540024
2023-04-04 18:10:00+00:00,0.0018571662985048458,-0.004479560625495082,-0.0024312082902374263,0.009105180153330632
2023-04-04 18:15:00+00:00,0.0016820055263139012,-0.005019867681504782,-0.002447892794813811,0.009119882149914816
2023-04-04 18:20:00+00:00,0.0016898524440894865,-0.005236215474670303,-0.002384460849684918,0.008659121842627352
2023-04-04 18:25:00+00:00,0.0016652727571435358,-0.005206485306952876,-0.0019493970649184197,0.008417293533119619
2023-04-04 18:30:00+00:00,0.0016480916974198105,-0.005040782540262967,-0.0018003773773462703,0.008483624634436637
2023-04-04 18:35:00+00:00,0.0016895639321641434,-0.004902497234410438,-0.0015488845355302297,0.008700481980549549
2023-04-04 18:40:00+00:00,0.0021472245835620165,-0.004668441480647326,-0.0015004124877492585,0.008760432572685772
2023-04-04 18:45:00+00:00,0.0024104726280304097,-0.004744845937281639,-0.0014897610708279293,0.008779422318225254
2023-04-04 18:50:00+00:00,0.002428863007522371,-0.004759775976763573,-0.0014780590514580658,0.008591225796685838
2023-04-04 18:55:00+00:00,0.002427146268941745,-0.004890248603540689,-0.0013834681093375897,0.008565209687805008
2023-04-04 19:00:00+00:00,0.0023660203761892264,-0.004856698363706376,-0.001346181499669304,0.008402559552884744
2023-04-04 19:05:00+00:00,0.002402303824978465,-0.0052268937536458305,-0.0015208818735307735,0.008323133943270023
2023-04-04 19:10:00+00:00,0.0022260004164479596,-0.005505574137910685,-0.0015594966825631218,0.00830035658008228
2023-04-04 19:15:00+00:00,0.002106306413890972,-0.005419187110350284,-0.0015865205509811632,0.008283302377417574
2023-04-04 19:20:00+00:00,0.0021085389529086267,-0.0053726821320121115,-0.0016008164211664658,0.008381181859743948
2023-04-04 19:25:00+00:00,0.0020914783519335365,-0.005313561872736727,-0.0016868249702999569,0.008407585834084822
2023-04-04 19:30:00+00:00,0.002119531912164045,-0.005344998649165215,-0.0017185057763697386,0.008490920531480128
2023-04-04 19:35:00+00:00,0.0021102081169383762,-0.005179466271129248,-0.0017187597467625438,0.008559395612564913
2023-04-04 19:40:00+00:00,0.002092329265129441,-0.005035213230745701,-0.001965621324008756,0.008576178361598371
2023-04-04 19:45:00+00:00,0.0017235524297935475,-0.005095781277706616,-0.001994767312798255,0.008616268251544549
2023-04-04 19:50:00+00:00,0.0015271972206354198,-0.005354382083929939,-0.0019902931911218503,0.008572939681399324
2023-04-04 19:55:00+00:00,0.0015286493980283921,-0.005449605353307637,-0.0019598653505056517,0.008605627190530641
2023-04-04 20:00:00+00:00,0.0015326174142093882,-0.005458007828522682,-0.001717707878997506,0.008602991471859885
2023-04-04 20:05:00+00:00,0.0015319317341237592,-0.005384018212065674,-0.0016188877291796189,0.008682010417935733
2023-04-04 20:10:00+00:00,0.0015307333105634294,-0.005127459376682472,-0.0012793988729195387,0.008773671809347168
2023-04-04 20:15:00+00:00,0.001323317312691567,-0.004903482547581462,-0.0012206198507423475,0.008826811270520808
2023-04-04 20:20:00+00:00,0.0012544537641360875,-0.005043220068266881,-0.0012044751116936443,0.008875971746277855
2023-04-04 20:25:00+00:00,0.0012372158147021157,-0.005001663076085568,-0.0011850011596379773,0.008851245423215914
2023-04-04 20:30:00+00:00,0.0012450726205827322,-0.005001535515883878,-0.0011064670337276538,0.008855464289843932
2023-04-04 20:35:00+00:00,0.0012453994211360472,-0.004984058557176733,-0.001076007505535396,0.00877948594127152
2023-04-04 20:40:00+00:00,0.001251733727131447,-0.00490130788194089,-0.001494624555132873,0.00864016809630357
2023-04-04 20:45:00+00:00,0.001420773347524573,-0.004765515651566451,-0.001545758011750801,0.008533534453581145
2023-04-04 20:50:00+00:00,0.0015404035753732615,-0.004588146988548185,-0.0015422705703258544,0.008542977203686065
2023-04-04 20:55:00+00:00,0.00151946169478947,-0.004464080667163254,-0.0015504631339856207,0.008733811773717548
2023-04-04 21:00:00+00:00,0.0015397250068086047,-0.004509233575298784,-0.0017124184364718075,0.008869853828117395
2023-04-04 21:05:00+00:00,0.0015148718701036993,-0.004460432033066771,-0.0017722777159235648,0.008939434461065805
2023-04-04 21:10:00+00:00,0.0015478921772692426,-0.00467663330584287,-0.0017773492298005066,0.009178862750405869
2023-04-04 21:15:00+00:00,0.001509582173486971,-0.004662960823799267,-0.0019410065346230946,0.009213552223081933
2023-04-04 21:20:00+00:00,0.0015321433176183064,-0.0045508884598821926,-0.001976109682937022,0.009274550958042482
2023-04-04 21:25:00+00:00,0.0015253478397899774,-0.004461617206257529,-0.0019961281564548016,0.009459783443406877
2023-04-04 21:30:00+00:00,0.0015214415901634007,-0.004445341189010795,-0.0021632963783247304,0.009532455883710137
2023-04-04 21:35:00+00:00,0.0015391788535850993,-0.004497954551332365,-0.0022260054276576585,0.009561419165781142
2023-04-04 21:40:00+00:00,0.0015165707414761679,-0.004431618211697241,-0.0022263600643981363,0.009570327678036013
2023-04-04 21:45:00+00:00,0.0015435339730932658,-0.004500088997734982,-0.0020640332851873684,0.009680265761217773
2023-04-04 21:50:00+00:00,0.0017912051405251834,-0.004407039920212697,-0.002034241075060095,0.009661472064379003
2023-04-04 21:55:00+00:00,0.001961641222610903,-0.004367110988610534,-0.0020388015496962454,0.010340167505880989
2023-04-04 22:00:00+00:00,0.0019488085420732658,-0.004292506102956395,-0.0020489247831998606,0.010551045245639065
2023-04-04 22:05:00+00:00,0.0019793124057012317,-0.0043582932694704365,-0.00213833899445414,0.010586131791763856
2023-04-04 22:10:00+00:00,0.0019539857466421987,-0.0043620389574698494,-0.0021688226093563873,0.010513875172591725
2023-04-04 22:15:00+00:00,0.0019538259525792986,-0.004559993749418822,-0.001837108300491271,0.010436774503122592
2023-04-04 22:20:00+00:00,0.001880353758247111,-0.004756138141260635,-0.001794289178966816,0.010430127132280139
2023-04-04 22:25:00+00:00,0.0018103501326834249,-0.004940771008379367,-0.0018058144447489137,0.0103926947997896
2023-04-04 22:30:00+00:00,0.0018099894102609445,-0.004986583104195574,-0.0017908606322161328,0.0094538227113181
2023-04-04 22:35:00+00:00,0.0018340183900382575,-0.005048764337072006,-0.0016316079696717149,0.009094208971524154
2023-04-04 22:40:00+00:00,0.0018101554305369897,-0.004962798189466374,-0.0015675968339716442,0.008970826365774088
2023-04-04 22:45:00+00:00,0.0018099998395598505,-0.0049050098463993665,-0.001813633278164654,0.008814842986294025
2023-04-04 22:50:00+00:00,0.0017353182442263915,-0.004917461685473275,-0.0018529304696518996,0.008765107384199193
2023-04-04 22:55:00+00:00,0.0016573392543572632,-0.004624753358878782,-0.0018475785752987879,0.0087046460773621
2023-04-04 23:00:00+00:00,0.0016891940929231926,-0.004600070248097647,-0.001875507015769055,0.008751143722852817
2023-04-04 23:05:00+00:00,0.0016851368303690607,-0.004589909826604336,-0.0020441693940199458,0.008772065750564668
2023-04-04 23:10:00+00:00,0.001684289927132454,-0.004579059814764719,-0.0021089627778792417,0.008843172951056506
2023-04-04 23:15:00+00:00,0.001679028834707689,-0.004508818857488942,-0.002108107954000123,0.008953573373320485
2023-04-04 23:20:00+00:00,0.0016932159994060688,-0.004494806845565335,-0.002106968512905875,0.009032020608006518
2023-04-04 23:25:00+00:00,0.0016887003875912872,-0.004496710365345772,-0.0020958203365808005,0.009043562705261365
2023-04-04 23:30:00+00:00,0.0016578550598495667,-0.004339620419345162,-0.0020844969320525783,0.009098641973193367
2023-04-04 23:35:00+00:00,0.0016784485953451167,-0.004338938548436507,-0.0020944716294735597,0.00915315675768511
2023-04-04 23:40:00+00:00,0.0016793399545340056,-0.0043483928073120145,-0.0021789727399446216,0.009159958922688815
2023-04-04 23:45:00+00:00,0.0016820769367238122,-0.00434680724301965,-0.002208740022147519,0.009159980112055639
2023-04-04 23:50:00+00:00,0.001661675044907914,-0.004308044763026449,-0.002121044267709256,0.009120959469130222
2023-04-04 23:55:00+00:00,0.001585172543575671,-0.004335878207970723,-0.002117235928434032,0.009151818289958176
2023-04-05 00:00:00+00:00,0.0015238814744331344,-0.004134678228715908,-0.0021102357248584743,0.009440937438062255
2023-04-05 00:05:00+00:00,0.001535712477524953,-0.00407764715308474,-0.0021348456851342235,0.009570648942904351
2023-04-05 00:10:00+00:00,0.0015271124833664848,-0.004058058411296391,-0.002308111994361184,0.009559644462924174
2023-04-05 00:15:00+00:00,0.0015437365672994474,-0.004084589453363681,-0.0023642666080727773,0.009553354164124055
2023-04-05 00:20:00+00:00,0.0015171937967911238,-0.003970600702431663,-0.0019396032024900478,0.009482670546825034
2023-04-05 00:25:00+00:00,0.001824126303894976,-0.0039808108152811885,-0.0018702176423715856,0.00949891124851187
2023-04-05 00:30:00+00:00,0.0019318716800872456,-0.003789776844593954,-0.0018611096749822308,0.00963631535658275
2023-04-05 00:35:00+00:00,0.001979780838052155,-0.0038324110718879942,-0.0018790946723868274,0.009776919816681584
2023-04-05 00:40:00+00:00,0.0019539865529348316,-0.003783702653257137,-0.0019641525017505047,0.00971984443285597
2023-04-05 00:45:00+00:00,0.0019538270470576434,-0.0038442823018196275,-0.0019913510325797763,0.00959106657140012
2023-04-05 00:50:00+00:00,0.0019792376457407573,-0.004081099736415202,-0.0014818460309025264,0.00943452555275049
2023-04-05 00:55:00+00:00,0.0022468802948850453,-0.004172432386405944,-0.001402670665956407,0.009307427225761937
2023-04-05 01:00:00+00:00,0.002397221301227622,-0.004201369406443215,-0.0014138355107282527,0.00928676774030824
2023-04-05 01:05:00+00:00,0.0024262308291165863,-0.004059417586304903,-0.00142245853262087,0.009212588449976048
2023-04-05 01:10:00+00:00,0.002396968111445593,-0.003937423390391359,-0.001446891531375627,0.009107677328698098
2023-04-05 01:15:00+00:00,0.0023968406595969325,-0.004006925999307024,-0.0016184128591978228,0.008942188491600216
2023-04-05 01:20:00+00:00,0.0024262260231978417,-0.004252517338200808,-0.0016770912187704804,0.008741204088788852
2023-04-05 01:25:00+00:00,0.002201928603142278,-0.0043271135997192305,-0.0015994581694296053,0.008600655754989361
2023-04-05 01:30:00+00:00,0.00209784383448266,-0.004346248717672552,-0.0015955132611566113,0.00857815608787765
2023-04-05 01:35:00+00:00,0.002124824653463027,-0.004011401584701465,-0.0016036003258458702,0.008820512101089169
2023-04-05 01:40:00+00:00,0.0020983142567350416,-0.0038020844348172506,-0.001656088911564287,0.008864735744087209
2023-04-05 01:45:00+00:00,0.0020981551923464773,-0.003756691103402924,-0.002008945300659093,0.00884741936946701
2023-04-05 01:50:00+00:00,0.0021248280484485347,-0.003665892387067515,-0.0021151177294598256,0.008851201623449849
2023-04-05 01:55:00+00:00,0.0020983142971772394,-0.0035389336899233586,-0.0019354970127428335,0.00878093820726349
2023-04-05 02:00:00+00:00,0.0021976163854446895,-0.0035324214487767827,-0.001893562986890629,0.008756983227899202
2023-04-05 02:05:00+00:00,0.002276670075814498,-0.0037998192742435323,-0.0018935210784709019,0.00867747249884682
2023-04-05 02:10:00+00:00,0.0022490677664971296,-0.003793498903123312,-0.001864833686302821,0.008588876928904672
2023-04-05 02:15:00+00:00,0.002248768535081543,-0.003799066653534548,-0.0016873602358515427,0.00855727015206469
2023-04-05 02:20:00+00:00,0.002276797982783781,-0.0038619555169361773,-0.001636637680052407,0.008529030024472679
2023-04-05 02:25:00+00:00,0.0022490604820518457,-0.0038819993074118504,-0.0016341823319464765,0.008420685838269529
2023-04-05 02:30:00+00:00,0.0022642417131587913,-0.00393281321089205,-0.0016417983324383083,0.008393197474650076
2023-04-05 02:35:00+00:00,0.0022543919203352894,-0.003913834730363419,-0.0016487470174164779,0.008378611366327959
2023-04-05 02:40:00+00:00,0.002289568312618447,-0.004000186883813702,-0.0016539354857258103,0.0084531806945544
2023-04-05 02:45:00+00:00,0.002258507223659952,-0.003950509152642212,-0.0016482697437917675,0.008408803210588189
2023-04-05 02:50:00+00:00,0.0022534148693930927,-0.003952073404030898,-0.0016442032895544875,0.008405837469949991
2023-04-05 02:55:00+00:00,0.002274371086172285,-0.0039930124607167276,-0.001470605211613929,0.008432009082625314
2023-04-05 03:00:00+00:00,0.0023681599258177735,-0.003961746964727316,-0.0014431750949929286,0.008428801870335671
2023-04-05 03:05:00+00:00,0.002411496438971502,-0.003950806912763482,-0.0014423870747161042,0.008420307343130654
2023-04-05 03:10:00+00:00,0.002410092728690453,-0.0040578286671925905,-0.0014446060433831083,0.008517295445097753
2023-04-05 03:15:00+00:00,0.0024107153377087797,-0.004058556654466846,-0.0014331386356928987,0.008536225671080425
2023-04-05 03:20:00+00:00,0.0024429184163741033,-0.004160260845074504,-0.0013492454959409391,0.008536287437995801
2023-04-05 03:25:00+00:00,0.002442130804229237,-0.004235591809875435,-0.0013200166409319536,0.008451482396745291
2023-04-05 03:30:00+00:00,0.0023920338127368266,-0.0041796131777563994,-0.0016697250629410594,0.00834507919993257
2023-04-05 03:35:00+00:00,0.002209228094214192,-0.004278835739909444,-0.001724135096522635,0.008400429322215549
2023-04-05 03:40:00+00:00,0.002089003035208255,-0.004338199084543248,-0.0017206918799833677,0.00814134256625323
2023-04-05 03:45:00+00:00,0.002105272224140246,-0.004362002941233337,-0.0017159561462345132,0.008079898061852948
2023-04-05 03:50:00+00:00,0.002102462098173419,-0.00435631528827211,-0.0016285770512183718,0.008106112840290317
2023-04-05 03:55:00+00:00,0.002127631036920737,-0.004347999157324504,-0.001606132828906463,0.008256304046308097
2023-04-05 04:00:00+00:00,0.0021045079985128725,-0.004163705606618843,-0.0011635546692900789,0.008380929281217201
2023-04-05 04:05:00+00:00,0.00211270085872286,-0.004046669779126925,-0.0010852612243278752,0.008431973770941188
2023-04-05 04:10:00+00:00,0.002123905928224682,-0.0040274064031403135,-0.0010725323496870941,0.009033036080221752
2023-04-05 04:15:00+00:00,0.0020830972058433874,-0.0038964159167695317,-0.0010836668857725348,0.009168001918241468
2023-04-05 04:20:00+00:00,0.0021480497081711293,-0.004024238505495722,-0.0011722787432764412,0.009242006423174113
2023-04-05 04:25:00+00:00,0.0020920346680734763,-0.003963587165610723,-0.0011884718872200513,0.009019807661592457
2023-04-05 04:30:00+00:00,0.0021287871632371964,-0.003950375169993473,-0.0012038914373893779,0.008828201679835956
2023-04-05 04:35:00+00:00,0.0023446169910130267,-0.004015154905818955,-0.0012039443747823952,0.008813993835694115
2023-04-05 04:40:00+00:00,0.002397716840080951,-0.004000234393633188,-0.0011919700825785639,0.008746360825727113
2023-04-05 04:45:00+00:00,0.002361369338294139,-0.0038149428171673585,-0.0011890367230601366,0.008363856038694923
2023-04-05 04:50:00+00:00,0.0024175266615354,-0.003846679621732581,-0.0012054200724880579,0.008290562102536115
2023-04-05 04:55:00+00:00,0.002395506111312784,-0.0038825323128738394,-0.001292157240672509,0.008280498379902686
2023-04-05 05:00:00+00:00,0.0024402149243125375,-0.004042748488129177,-0.001329518456021598,0.008318490274188168
2023-04-05 05:05:00+00:00,0.002479009514965469,-0.004049487549352193,-0.00132563797879565,0.008251977823929717
2023-04-05 05:10:00+00:00,0.0025904514723824454,-0.004147117117096854,-0.0013456566245793056,0.008303329902912538
2023-04-05 05:15:00+00:00,0.0025418904109007676,-0.0041452894114390425,-0.0013334992371217898,0.008074958412760225
2023-04-05 05:20:00+00:00,0.002526846584963967,-0.004041732974512039,-0.0013462976787119866,0.007911865014294979
2023-04-05 05:25:00+00:00,0.002643518430943459,-0.0042454342577296226,-0.0013616461645104513,0.008067224138389405
2023-04-05 05:30:00+00:00,0.0025589384051045274,-0.004285112001683918,-0.001342047065837922,0.008010881381869695
2023-04-05 05:35:00+00:00,0.0025369390402564325,-0.004227351948865514,-0.0015228207238275596,0.007950526325307313
2023-04-05 05:40:00+00:00,0.0023502207887133864,-0.004242880734691804,-0.0015523436017664002,0.007969382223167069
2023-04-05 05:45:00+00:00,0.0022542419902871797,-0.004190079369793883,-0.0015534271132793265,0.008081255547978117
2023-04-05 05:50:00+00:00,0.0022732975577999543,-0.004159485886071934,-0.00157543083804228,0.008139123681519322
2023-04-05 05:55:00+00:00,0.002253206093987122,-0.004082530963462242,-0.0016702853783120493,0.008119115128234473
2023-04-05 06:00:00+00:00,0.0022930605508558227,-0.004111230784531964,-0.0017010685918980547,0.008230485083834083
2023-04-05 06:05:00+00:00,0.00226910768633104,-0.004022764092466483,-0.0015976075092699678,0.008320448370086334
2023-04-05 06:10:00+00:00,0.0022370378773179786,-0.0038713464616999243,-0.001573510885531467,0.008284889975718102
2023-04-05 06:15:00+00:00,0.0022364964287798256,-0.0038387731792416465,-0.0015672948514653248,0.008593949880795057
2023-04-05 06:20:00+00:00,0.0022777353038852272,-0.004032589889015033,-0.0015687515431456708,0.008781516092521239
2023-04-05 06:25:00+00:00,0.0022328487974467254,-0.003963906434267036,-0.0015563208745192013,0.008713380033250928
2023-04-05 06:30:00+00:00,0.0022930840867000295,-0.0040096586722796704,-0.0014834102538590817,0.008732758239198309
2023-04-05 06:35:00+00:00,0.0023023539122561942,-0.004086806523383757,-0.0015339138965193419,0.008744503642710318
2023-04-05 06:40:00+00:00,0.0022341222710821284,-0.00398208697824695,-0.0015350508519048844,0.008632665988099576
2023-04-05 06:45:00+00:00,0.002253960179873123,-0.003949203994354397,-0.0015435092657781978,0.008620841021544834
2023-04-05 06:50:00+00:00,0.002237790074244117,-0.003984534136431724,-0.0015367712271048125,0.008232234268847567
2023-04-05 06:55:00+00:00,0.002291902350708597,-0.0040870382616968,-0.0015479124425922918,0.008130250922590676
2023-04-05 07:00:00+00:00,0.002244816957668642,-0.003996140300221403,-0.0015415922902633384,0.0080969948271985
2023-04-05 07:05:00+00:00,0.002275656779390071,-0.004008064558121305,-0.0015515491520081545,0.008145208394031064
2023-04-05 07:10:00+00:00,0.0022595820000267017,-0.004042577785753565,-0.001452797164094477,0.00817793800663651
2023-04-05 07:15:00+00:00,0.002242996064795951,-0.004039597800256919,-0.001435223904331906,0.008163486175368462
