,Bridge3,class
2022-06-27 00:16:08.703640+00:00,0.1446000000000003,True
2022-06-27 00:47:22.865108+00:00,0.1386000000000003,True
2022-06-27 01:18:37.015388+00:00,0.1426000000000003,True
2022-06-27 01:49:51.103301+00:00,0.1466000000000003,True
2022-06-27 02:21:05.263746+00:00,0.1456000000000003,True
2022-06-27 02:52:19.583488+00:00,0.1466000000000003,True
2022-06-27 03:23:33.819999+00:00,0.1496000000000003,True
2022-06-27 03:54:48.620475+00:00,0.1556000000000003,True
2022-06-27 04:26:02.863980+00:00,0.1576000000000003,True
2022-06-27 04:57:17.100685+00:00,0.1626000000000003,True
2022-06-27 05:28:46.700440+00:00,0.1686000000000003,True
2022-06-27 06:00:02.295243+00:00,0.1696000000000003,True
2022-06-27 06:31:16.464451+00:00,0.1676000000000003,True
2022-06-27 07:02:30.856408+00:00,0.1656000000000003,True
2022-06-27 07:33:44.944038+00:00,0.1666000000000003,True
2022-06-27 08:05:01.181847+00:00,0.1676000000000003,True
2022-06-27 08:36:15.423831+00:00,0.1766000000000003,True
2022-06-27 09:07:29.659557+00:00,0.1846000000000003,True
2022-06-27 09:38:43.980960+00:00,0.1936000000000003,True
2022-06-27 10:09:58.224394+00:00,0.1916000000000003,True
2022-06-27 10:41:12.299301+00:00,0.1896000000000003,True
2022-06-27 11:12:26.534274+00:00,0.1896000000000003,True
2022-06-27 11:43:40.703229+00:00,0.1926000000000003,True
2022-06-27 12:14:55.100072+00:00,0.1956000000000003,True
2022-06-27 12:46:09.419447+00:00,0.1936000000000003,True
2022-06-27 13:17:23.583857+00:00,0.1906000000000003,True
2022-06-27 13:48:37.821508+00:00,0.1776000000000003,True
2022-06-27 14:19:50.699234+00:00,0.1776000000000003,True
2022-06-27 14:51:04.855705+00:00,0.1616000000000003,True
2022-06-27 15:22:19.103835+00:00,0.1646000000000003,True
2022-06-27 15:53:48.298192+00:00,0.1606000000000003,True
2022-06-27 16:25:02.453993+00:00,0.1626000000000003,True
2022-06-27 16:56:20.859661+00:00,0.1616000000000003,True
2022-06-27 17:27:35.655765+00:00,0.1646000000000003,True
2022-06-27 17:58:49.738886+00:00,0.1586000000000003,True
2022-06-27 18:30:03.813513+00:00,0.1626000000000003,True
2022-06-27 19:01:18.139733+00:00,0.1596000000000003,True
2022-06-27 19:32:32.295060+00:00,0.1596000000000003,True
2022-06-27 20:03:46.860559+00:00,0.1616000000000003,True
2022-06-27 20:35:01.099303+00:00,0.1576000000000003,True
2022-06-27 21:06:15.414068+00:00,0.1536000000000003,True
2022-06-27 21:37:29.659275+00:00,0.1606000000000003,True
2022-06-27 22:08:43.974926+00:00,0.1356000000000003,True
2022-06-27 22:39:58.141109+00:00,0.1976000000000003,True
2022-06-27 23:11:27.664852+00:00,0.2656000000000004,True
2022-06-27 23:42:42.065034+00:00,0.2386000000000003,True
2022-06-28 00:13:56.146473+00:00,0.5696000000000003,True
2022-06-28 00:25:10.381399+00:00,0.9416000000000004,True
2022-06-28 00:36:24.463103+00:00,0.8776000000000004,True
2022-06-28 00:47:38.859313+00:00,0.7626000000000004,True
2022-06-28 00:59:09.340298+00:00,0.7056000000000003,True
2022-06-28 01:10:22.699072+00:00,0.6736000000000004,True
2022-06-28 01:21:36.863775+00:00,0.8146000000000004,True
2022-06-28 01:32:51.256373+00:00,0.8176000000000003,True
2022-06-28 01:44:05.499645+00:00,0.7826000000000004,True
2022-06-28 01:55:19.739270+00:00,0.7426000000000004,True
2022-06-28 02:06:50.538934+00:00,0.7196000000000004,True
2022-06-28 02:18:19.905986+00:00,0.7006000000000003,True
2022-06-28 02:29:34.384511+00:00,0.6796000000000004,True
2022-06-28 02:40:48.779653+00:00,0.6656000000000004,True
2022-06-28 02:52:02.861886+00:00,0.6676000000000004,True
2022-06-28 03:03:19.420039+00:00,0.6656000000000004,True
2022-06-28 03:14:33.659372+00:00,0.6656000000000004,True
2022-06-28 03:25:47.899886+00:00,0.6496000000000004,True
2022-06-28 03:37:02.141106+00:00,0.6296000000000004,True
2022-06-28 03:48:21.739792+00:00,0.6126000000000004,True
2022-06-28 03:59:35.898336+00:00,0.5966000000000004,True
2022-06-28 04:10:50.065655+00:00,0.5736000000000003,True
2022-06-28 04:22:19.184339+00:00,0.5666000000000003,True
2022-06-28 04:33:33.415528+00:00,0.5636000000000003,True
2022-06-28 04:44:47.652791+00:00,0.5756000000000003,True
2022-06-28 04:56:01.820105+00:00,0.5826000000000003,True
