,Sensor1,class
2022-06-29 02:53:54.696047+00:00,0.071,True
2022-06-29 03:25:08.778918+00:00,0.07,True
2022-06-29 03:56:23.259499+00:00,0.07,True
2022-06-29 04:27:37.177890+00:00,0.065,True
2022-06-29 04:58:54.298011+00:00,0.066,True
2022-06-29 05:30:08.862665+00:00,0.065,True
2022-06-29 06:01:24.378513+00:00,0.066,True
2022-06-29 06:32:38.537361+00:00,0.064,True
2022-06-29 07:03:53.021575+00:00,2.318,False
2022-06-29 07:35:07.264001+00:00,0.067,True
2022-06-29 08:06:21.499835+00:00,0.066,True
2022-06-29 08:37:35.739413+00:00,0.061,True
2022-06-29 09:08:50.058200+00:00,0.062,True
2022-06-29 09:40:04.378675+00:00,0.061,True
2022-06-29 10:11:18.456373+00:00,2.317,False
2022-06-29 10:42:33.178620+00:00,0.059,True
2022-06-29 11:13:47.340854+00:00,0.06,True
2022-06-29 11:45:01.987379+00:00,0.061,True
2022-06-29 12:16:16.151617+00:00,0.061,True
2022-06-29 12:47:30.223384+00:00,0.064,True
2022-06-29 13:18:44.461493+00:00,0.063,True
2022-06-29 13:49:58.624134+00:00,0.061,True
2022-06-29 14:21:12.784489+00:00,0.061,True
2022-06-29 14:52:27.104251+00:00,0.06,True
2022-06-29 15:23:41.346546+00:00,0.062,True
2022-06-29 15:54:55.581716+00:00,0.052,True
2022-06-29 16:26:10.138669+00:00,0.05,True
2022-06-29 16:57:24.463931+00:00,0.057,True
2022-06-29 17:28:38.869942+00:00,0.058,True
2022-06-29 17:59:53.183973+00:00,0.058,True
2022-06-29 18:31:07.174057+00:00,0.052,True
2022-06-29 19:02:25.180414+00:00,0.055,True
2022-06-29 19:33:39.662557+00:00,0.05,True
2022-06-29 20:05:00.465008+00:00,0.05,True
2022-06-29 20:36:14.864938+00:00,0.052,True
2022-06-29 21:07:29.014526+00:00,0.054,True
2022-06-29 21:38:43.501508+00:00,0.046,True
2022-06-29 22:10:03.737379+00:00,0.049,True
2022-06-29 22:41:18.132300+00:00,0.039,True
2022-06-29 23:13:03.664920+00:00,0.043,True
2022-06-29 23:44:16.465441+00:00,0.047,True
2022-06-30 00:15:30.705569+00:00,0.043,True
2022-06-30 00:47:02.302779+00:00,0.044,True
2022-06-30 01:18:16.455627+00:00,0.038,True
2022-06-30 01:49:30.945102+00:00,0.043,True
2022-06-30 02:20:45.015003+00:00,0.045,True
2022-06-30 02:51:59.257605+00:00,0.045,True
2022-06-30 03:23:13.421738+00:00,0.047,True
2022-06-30 03:54:26.225437+00:00,0.051,True
2022-06-30 04:25:40.377459+00:00,2.305,False
2022-06-30 04:56:54.541416+00:00,0.053,True
2022-06-30 05:28:08.697431+00:00,0.054,True
2022-06-30 05:59:23.180155+00:00,0.054,True
2022-06-30 06:30:37.340541+00:00,0.055,True
2022-06-30 07:01:50.459361+00:00,0.057,True
2022-06-30 07:33:04.620379+00:00,0.056,True
2022-06-30 08:04:18.940864+00:00,0.053,True
2022-06-30 08:35:33.258185+00:00,0.055,True
2022-06-30 09:06:47.502558+00:00,0.055,True
2022-06-30 09:38:01.655369+00:00,2.307,False
2022-06-30 10:09:15.822093+00:00,0.054,True
2022-06-30 10:40:29.977524+00:00,0.055,True
2022-06-30 11:11:44.065946+00:00,0.054,True
2022-06-30 11:42:58.298934+00:00,0.055,True
2022-06-30 12:14:13.506374+00:00,0.056,True
2022-06-30 12:45:27.824013+00:00,0.056,True
2022-06-30 13:16:42.138012+00:00,0.056,True
2022-06-30 13:47:56.294364+00:00,0.058,True
2022-06-30 14:19:10.699175+00:00,0.055,True
2022-06-30 14:50:25.181661+00:00,0.056,True
2022-06-30 15:21:39.501901+00:00,0.055,True
2022-06-30 15:53:10.142439+00:00,0.052,True
2022-06-30 16:24:25.498546+00:00,0.049,True
2022-06-30 16:55:39.900885+00:00,0.056,True
2022-06-30 17:26:54.142500+00:00,0.052,True
2022-06-30 17:58:23.336681+00:00,0.053,True
2022-06-30 18:29:37.579098+00:00,0.051,True
2022-06-30 19:00:51.819192+00:00,0.049,True
2022-06-30 19:32:06.214927+00:00,0.055,True
2022-06-30 20:03:20.298826+00:00,0.055,True
2022-06-30 20:34:34.540341+00:00,0.057,True
2022-06-30 21:05:48.855769+00:00,0.051,True
2022-06-30 21:37:03.182737+00:00,0.054,True
2022-06-30 22:08:17.179180+00:00,0.053,True
2022-06-30 22:39:31.264344+00:00,0.049,True
2022-06-30 23:10:45.656050+00:00,0.048,True
2022-06-30 23:42:15.099881+00:00,0.046,True
2022-07-01 00:13:29.259486+00:00,0.051,True
2022-07-01 00:44:43.743720+00:00,2.527,False
2022-07-01 01:15:57.819667+00:00,0.068,True
2022-07-01 01:47:11.979269+00:00,0.071,True
2022-07-01 02:18:26.859148+00:00,0.069,True
2022-07-01 02:49:41.179053+00:00,0.069,True
2022-07-01 03:21:25.732960+00:00,0.068,True
2022-07-01 03:52:39.823840+00:00,0.07,True
2022-07-01 04:24:24.464929+00:00,0.071,True
2022-07-01 04:55:38.623911+00:00,0.07,True
2022-07-01 05:26:52.783162+00:00,0.07,True
2022-07-01 05:58:06.943525+00:00,0.07,True
2022-07-01 06:29:21.180089+00:00,0.071,True
2022-07-01 07:00:35.893639+00:00,0.07,True
2022-07-01 07:31:49.903676+00:00,0.071,True
2022-07-01 08:03:03.662992+00:00,0.072,True
2022-07-01 08:34:34.780923+00:00,0.073,True
2022-07-01 09:05:49.016918+00:00,0.072,True
2022-07-01 09:37:18.859945+00:00,0.074,True
2022-07-01 10:08:33.095691+00:00,0.073,True
2022-07-01 10:39:47.180399+00:00,0.073,True
2022-07-01 11:11:01.660196+00:00,0.072,True
2022-07-01 11:42:15.896185+00:00,0.073,True
2022-07-01 12:13:28.704478+00:00,0.074,True
2022-07-01 12:44:42.853653+00:00,0.074,True
2022-07-01 13:15:56.937981+00:00,0.074,True
2022-07-01 13:47:11.262535+00:00,0.072,True
2022-07-01 14:18:25.578891+00:00,0.071,True
2022-07-01 14:49:39.744396+00:00,0.071,True
2022-07-01 15:20:54.464596+00:00,0.073,True
2022-07-01 15:52:39.109628+00:00,0.071,True
2022-07-01 16:23:53.264261+00:00,0.064,True
2022-07-01 16:55:07.412552+00:00,0.065,True
2022-07-01 17:26:21.574058+00:00,0.063,True
2022-07-01 17:57:36.300549+00:00,0.069,True
2022-07-01 18:29:06.064400+00:00,0.067,True
2022-07-01 19:00:20.221462+00:00,0.068,True
2022-07-01 19:31:34.385138+00:00,0.065,True
2022-07-01 20:02:48.537407+00:00,0.069,True
2022-07-01 20:34:03.099196+00:00,0.069,True
2022-07-01 21:05:17.184010+00:00,0.067,True
2022-07-01 21:36:31.345403+00:00,0.067,True
2022-07-01 22:07:45.818130+00:00,0.069,True
2022-07-01 22:39:00.217088+00:00,0.062,True
2022-07-01 23:10:14.138694+00:00,0.068,True
2022-07-01 23:41:28.776728+00:00,0.064,True
2022-07-02 00:12:42.781825+00:00,0.064,True
2022-07-02 00:44:12.144725+00:00,0.071,True
2022-07-02 01:15:26.463270+00:00,0.068,True
2022-07-02 01:46:40.622865+00:00,0.064,True
2022-07-02 02:17:54.859191+00:00,0.072,True
2022-07-02 02:49:09.257617+00:00,0.066,True
2022-07-02 03:20:23.263630+00:00,0.068,True
2022-07-02 03:51:37.425002+00:00,0.07,True
2022-07-02 04:22:51.665833+00:00,0.069,True
2022-07-02 04:54:05.821280+00:00,0.071,True
2022-07-02 05:25:19.897238+00:00,0.072,True
2022-07-02 05:56:32.777667+00:00,0.07,True
2022-07-02 06:27:47.025803+00:00,0.072,True
2022-07-02 06:59:01.182049+00:00,0.071,True
2022-07-02 07:30:15.420925+00:00,0.072,True
2022-07-02 08:01:29.500141+00:00,0.071,True
2022-07-02 08:32:59.015333+00:00,0.072,True
2022-07-02 09:04:13.337935+00:00,0.072,True
2022-07-02 09:35:27.335123+00:00,0.072,True
2022-07-02 10:06:56.779464+00:00,0.071,True
2022-07-02 10:38:11.339310+00:00,0.072,True
2022-07-02 11:09:42.376463+00:00,0.072,True
2022-07-02 11:40:56.301653+00:00,0.073,True
2022-07-02 12:12:10.455194+00:00,0.073,True
2022-07-02 12:43:24.612749+00:00,0.075,True
2022-07-02 13:14:38.859075+00:00,0.074,True
2022-07-02 13:45:53.822868+00:00,0.075,True
2022-07-02 14:17:07.738943+00:00,0.073,True
2022-07-02 14:48:22.062005+00:00,0.073,True
2022-07-02 15:19:36.460245+00:00,0.076,True
2022-07-02 15:50:50.782814+00:00,0.073,True
2022-07-02 16:22:05.098785+00:00,0.066,True
2022-07-02 16:53:19.261030+00:00,0.068,True
2022-07-02 17:24:33.504766+00:00,0.066,True
2022-07-02 17:55:47.821558+00:00,0.065,True
2022-07-02 18:27:05.979301+00:00,0.066,True
2022-07-02 18:58:20.148505+00:00,0.069,True
2022-07-02 19:29:34.218135+00:00,0.068,True
2022-07-02 20:00:48.463257+00:00,0.063,True
2022-07-02 20:32:06.779391+00:00,0.066,True
2022-07-02 21:03:21.423727+00:00,0.061,True
2022-07-02 21:34:35.581359+00:00,0.068,True
2022-07-02 22:06:04.943779+00:00,0.066,True
2022-07-02 22:37:24.214538+00:00,0.064,True
2022-07-02 23:08:38.458424+00:00,0.056,True
2022-07-02 23:39:53.019535+00:00,0.062,True
2022-07-03 00:11:07.100986+00:00,0.066,True
2022-07-03 00:42:21.259512+00:00,0.056,True
2022-07-03 01:13:35.420332+00:00,0.056,True
2022-07-03 01:44:49.894045+00:00,0.067,True
2022-07-03 02:16:04.140486+00:00,0.065,True
2022-07-03 02:47:18.058390+00:00,0.064,True
2022-07-03 03:18:32.139925+00:00,0.066,True
2022-07-03 03:49:47.016817+00:00,0.066,True
2022-07-03 04:21:01.259646+00:00,0.067,True
2022-07-03 04:52:15.341499+00:00,0.067,True
2022-07-03 05:23:29.414929+00:00,0.067,True
2022-07-03 05:54:43.500471+00:00,0.067,True
2022-07-03 06:25:57.340607+00:00,0.068,True
2022-07-03 06:57:16.785597+00:00,0.068,True
2022-07-03 07:28:30.784533+00:00,0.067,True
2022-07-03 07:59:45.101527+00:00,0.067,True
2022-07-03 08:31:14.620522+00:00,0.067,True
2022-07-03 09:02:28.704873+00:00,0.068,True
2022-07-03 09:33:43.180580+00:00,0.069,True
2022-07-03 10:04:57.336046+00:00,0.069,True
2022-07-03 10:36:11.582508+00:00,0.069,True
2022-07-03 11:07:25.746063+00:00,0.07,True
2022-07-03 11:38:39.904860+00:00,0.069,True
2022-07-03 12:10:24.854358+00:00,0.069,True
2022-07-03 12:41:39.025026+00:00,0.069,True
2022-07-03 13:12:53.260084+00:00,0.07,True
2022-07-03 13:44:07.340525+00:00,0.071,True
2022-07-03 14:15:21.734814+00:00,0.072,True
2022-07-03 14:46:36.305155+00:00,0.073,True
2022-07-03 15:17:50.621121+00:00,0.073,True
2022-07-03 15:49:04.940878+00:00,0.074,True
2022-07-03 16:20:19.101012+00:00,0.067,True
2022-07-03 16:51:48.783860+00:00,0.067,True
2022-07-03 17:23:02.937515+00:00,0.066,True
2022-07-03 17:54:17.260790+00:00,0.065,True
2022-07-03 18:25:31.100513+00:00,0.069,True
2022-07-03 18:56:45.663972+00:00,0.065,True
2022-07-03 19:28:00.221840+00:00,0.07,True
2022-07-03 19:59:14.293702+00:00,0.064,True
2022-07-03 20:30:29.021255+00:00,0.06,True
2022-07-03 21:01:43.025128+00:00,0.067,True
2022-07-03 21:32:57.182633+00:00,0.064,True
2022-07-03 22:04:11.582681+00:00,0.061,True
2022-07-03 22:35:40.865305+00:00,0.063,True
2022-07-03 23:07:10.222439+00:00,0.058,True
2022-07-03 23:38:24.374263+00:00,0.056,True
2022-07-04 00:09:38.534474+00:00,0.059,True
2022-07-04 00:40:53.099523+00:00,0.06,True
2022-07-04 01:12:07.261274+00:00,0.059,True
2022-07-04 01:43:21.652857+00:00,0.06,True
2022-07-04 02:14:35.580709+00:00,0.061,True
2022-07-04 02:45:49.666792+00:00,0.061,True
2022-07-04 03:17:34.937443+00:00,0.061,True
2022-07-04 03:48:49.102134+00:00,0.068,True
2022-07-04 04:20:03.419164+00:00,0.065,True
2022-07-04 04:51:17.666581+00:00,0.063,True
2022-07-04 05:22:31.906274+00:00,0.064,True
2022-07-04 05:53:45.982538+00:00,0.065,True
2022-07-04 06:25:00.386490+00:00,0.065,True
2022-07-04 06:56:14.464169+00:00,0.065,True
2022-07-04 07:27:28.865366+00:00,0.064,True
2022-07-04 07:58:42.617556+00:00,0.065,True
2022-07-04 08:29:56.865286+00:00,0.064,True
2022-07-04 09:01:11.184307+00:00,0.064,True
2022-07-04 09:32:25.821329+00:00,0.063,True
2022-07-04 10:03:39.984579+00:00,0.065,True
2022-07-04 10:34:54.300114+00:00,0.065,True
2022-07-04 11:06:08.538960+00:00,0.065,True
2022-07-04 11:37:22.781467+00:00,0.065,True
2022-07-04 12:08:36.940422+00:00,0.066,True
2022-07-04 12:39:51.254112+00:00,0.067,True
2022-07-04 13:11:05.737614+00:00,0.067,True
2022-07-04 13:42:19.979813+00:00,0.067,True
2022-07-04 14:13:34.136114+00:00,0.068,True
2022-07-04 14:45:18.698462+00:00,0.066,True
2022-07-04 15:16:33.094180+00:00,0.066,True
2022-07-04 15:47:47.095905+00:00,0.067,True
2022-07-04 16:19:01.418146+00:00,0.065,True
2022-07-04 16:50:15.821202+00:00,0.064,True
2022-07-04 17:21:29.818346+00:00,0.067,True
2022-07-04 17:52:44.138108+00:00,0.06,True
2022-07-04 18:23:58.457411+00:00,0.066,True
2022-07-04 18:55:27.827204+00:00,0.062,True
2022-07-04 19:26:41.980674+00:00,0.061,True
2022-07-04 19:58:26.619208+00:00,0.057,True
2022-07-04 20:29:40.613019+00:00,0.062,True
2022-07-04 21:00:54.697692+00:00,0.063,True
2022-07-04 21:32:27.178832+00:00,0.063,True
2022-07-04 22:03:40.865291+00:00,0.064,True
2022-07-04 22:34:55.017624+00:00,0.058,True
2022-07-04 23:06:14.697172+00:00,0.059,True
2022-07-04 23:37:28.939293+00:00,0.055,True
2022-07-05 00:08:58.299775+00:00,0.057,True
2022-07-05 00:40:12.470514+00:00,0.056,True
2022-07-05 01:11:26.621594+00:00,0.062,True
2022-07-05 01:42:40.941838+00:00,0.061,True
2022-07-05 02:14:25.334614+00:00,0.062,True
2022-07-05 02:45:39.031676+00:00,0.064,True
2022-07-05 03:16:53.023296+00:00,0.063,True
2022-07-05 03:48:07.256097+00:00,0.062,True
2022-07-05 04:19:21.748235+00:00,0.062,True
2022-07-05 04:50:35.982756+00:00,0.061,True
2022-07-05 05:21:49.899504+00:00,0.062,True
2022-07-05 05:53:04.062721+00:00,0.061,True
2022-07-05 06:24:18.542041+00:00,0.064,True
2022-07-05 06:55:32.461697+00:00,0.064,True
2022-07-05 07:27:02.143523+00:00,0.064,True
2022-07-05 07:58:16.139292+00:00,0.065,True
2022-07-05 08:29:30.382710+00:00,0.065,True
2022-07-05 09:00:44.374177+00:00,0.067,True
2022-07-05 09:31:58.537460+00:00,0.065,True
2022-07-05 10:03:13.903705+00:00,0.067,True
2022-07-05 10:34:28.215863+00:00,0.066,True
2022-07-05 11:05:42.538514+00:00,0.065,True
2022-07-05 11:36:56.695775+00:00,0.067,True
2022-07-05 12:08:10.937812+00:00,0.068,True
2022-07-05 12:39:25.099455+00:00,0.068,True
2022-07-05 13:10:39.419620+00:00,0.068,True
2022-07-05 13:42:08.939350+00:00,0.069,True
2022-07-05 14:13:22.294581+00:00,0.068,True
2022-07-05 14:44:37.768745+00:00,0.069,True
2022-07-05 15:16:11.102923+00:00,0.068,True
2022-07-05 15:47:41.016287+00:00,0.065,True
2022-07-05 16:18:55.019430+00:00,0.066,True
2022-07-05 16:50:09.499735+00:00,0.064,True
2022-07-05 17:21:53.905059+00:00,0.07,True
2022-07-05 17:53:08.072286+00:00,0.065,True
2022-07-05 18:24:22.221793+00:00,0.066,True
2022-07-05 18:55:40.140159+00:00,0.062,True
2022-07-05 19:26:54.134125+00:00,0.061,True
2022-07-05 19:58:08.374094+00:00,0.062,True
2022-07-05 20:29:39.100467+00:00,0.066,True
2022-07-05 21:00:53.022937+00:00,0.062,True
2022-07-05 21:32:07.579833+00:00,0.063,True
2022-07-05 22:03:21.658011+00:00,0.06,True
2022-07-05 22:34:41.574057+00:00,0.059,True
2022-07-05 23:05:54.461677+00:00,0.058,True
2022-07-05 23:37:08.945188+00:00,0.053,True
2022-07-06 00:08:22.945085+00:00,0.049,True
2022-07-06 00:40:07.901081+00:00,0.049,True
2022-07-06 01:11:21.737310+00:00,0.059,True
2022-07-06 01:42:35.897818+00:00,0.052,True
2022-07-06 02:13:50.381157+00:00,0.057,True
2022-07-06 02:45:04.616830+00:00,0.06,True
2022-07-06 03:16:18.940339+00:00,0.061,True
2022-07-06 03:47:33.425330+00:00,0.064,True
2022-07-06 04:18:47.985457+00:00,0.064,True
2022-07-06 04:50:02.624434+00:00,0.063,True
2022-07-06 05:21:16.620441+00:00,0.065,True
2022-07-06 05:52:31.022146+00:00,0.066,True
2022-07-06 06:23:45.101407+00:00,0.065,True
2022-07-06 06:54:59.253348+00:00,0.066,True
2022-07-06 07:26:13.660634+00:00,0.065,True
2022-07-06 07:57:28.061794+00:00,0.066,True
2022-07-06 08:28:42.138761+00:00,0.066,True
2022-07-06 08:59:56.384889+00:00,0.068,True
2022-07-06 09:31:10.387295+00:00,0.067,True
2022-07-06 10:02:24.946760+00:00,0.067,True
2022-07-06 10:33:39.268918+00:00,0.067,True
2022-07-06 11:04:53.512870+00:00,0.067,True
2022-07-06 11:36:07.981864+00:00,0.065,True
2022-07-06 12:07:22.304548+00:00,0.066,True
2022-07-06 12:38:36.632551+00:00,0.066,True
2022-07-06 13:10:21.278200+00:00,0.068,True
2022-07-06 13:41:36.549092+00:00,0.065,True
2022-07-06 14:12:50.701743+00:00,0.067,True
2022-07-06 14:44:04.950386+00:00,0.064,True
2022-07-06 15:15:19.273400+00:00,0.063,True
2022-07-06 15:46:33.513812+00:00,0.064,True
2022-07-06 16:17:47.667098+00:00,0.057,True
2022-07-06 16:49:01.748178+00:00,0.059,True
2022-07-06 17:20:16.472688+00:00,0.061,True
2022-07-06 17:51:30.943308+00:00,0.057,True
2022-07-06 18:22:49.025498+00:00,0.058,True
2022-07-06 18:54:04.627979+00:00,0.057,True
2022-07-06 19:25:17.924764+00:00,0.054,True
2022-07-06 19:56:32.143925+00:00,0.053,True
2022-07-06 20:27:46.229554+00:00,0.054,True
2022-07-06 20:59:00.630023+00:00,0.056,True
2022-07-06 21:30:14.946987+00:00,0.054,True
2022-07-06 22:01:33.268042+00:00,0.051,True
2022-07-06 22:32:46.389650+00:00,0.048,True
2022-07-06 23:04:00.712991+00:00,0.048,True
2022-07-06 23:35:14.953593+00:00,0.046,True
2022-07-07 00:06:29.113730+00:00,0.049,True
2022-07-07 00:37:43.670144+00:00,0.047,True
2022-07-07 01:08:57.989247+00:00,0.043,True
2022-07-07 01:40:12.305484+00:00,0.044,True
2022-07-07 02:11:27.193760+00:00,0.052,True
2022-07-07 02:42:41.833701+00:00,0.049,True
2022-07-07 03:13:56.225351+00:00,0.049,True
2022-07-07 03:45:40.709232+00:00,0.047,True
2022-07-07 04:17:25.753379+00:00,0.048,True
2022-07-07 04:48:40.228959+00:00,0.049,True
2022-07-07 05:19:56.067152+00:00,0.05,True
2022-07-07 05:51:10.233577+00:00,0.05,True
2022-07-07 06:22:55.028201+00:00,0.051,True
2022-07-07 06:54:09.430149+00:00,0.052,True
2022-07-07 07:25:23.985358+00:00,0.052,True
2022-07-07 07:56:37.909263+00:00,0.052,True
2022-07-07 08:28:08.470459+00:00,0.053,True
2022-07-07 08:59:22.794582+00:00,0.055,True
2022-07-07 09:30:36.871339+00:00,0.055,True
2022-07-07 10:01:51.185167+00:00,0.054,True
2022-07-07 10:33:05.514190+00:00,0.055,True
2022-07-07 11:04:19.750268+00:00,0.055,True
2022-07-07 11:35:33.983679+00:00,0.057,True
2022-07-07 12:06:48.142752+00:00,0.056,True
2022-07-07 12:38:02.310187+00:00,0.059,True
2022-07-07 13:09:16.622978+00:00,0.059,True
2022-07-07 13:40:30.789473+00:00,0.06,True
2022-07-07 14:11:45.024504+00:00,0.057,True
2022-07-07 14:43:14.942783+00:00,0.059,True
2022-07-07 15:14:29.350201+00:00,0.057,True
2022-07-07 15:45:43.906467+00:00,0.059,True
2022-07-07 16:16:58.710602+00:00,0.052,True
2022-07-07 16:48:16.870387+00:00,0.051,True
2022-07-07 17:19:31.513020+00:00,0.052,True
2022-07-07 17:50:45.513364+00:00,0.049,True
2022-07-07 18:22:00.146426+00:00,0.058,True
2022-07-07 18:53:14.231287+00:00,0.053,True
2022-07-07 19:24:29.454215+00:00,0.052,True
2022-07-07 19:55:43.665536+00:00,0.048,True
2022-07-07 20:26:58.074176+00:00,0.051,True
2022-07-07 20:58:13.111680+00:00,0.048,True
2022-07-07 21:29:27.027143+00:00,0.05,True
2022-07-07 22:00:41.102507+00:00,0.048,True
2022-07-07 22:31:55.754431+00:00,0.047,True
2022-07-07 23:03:10.228061+00:00,0.041,True
2022-07-07 23:34:24.466840+00:00,0.039,True
2022-07-08 00:05:40.942780+00:00,0.039,True
2022-07-08 00:36:55.110947+00:00,0.039,True
