,Sensor4,class
2022-06-28 09:46:52.700553+00:00,0.3543999999999996,True
2022-06-28 10:18:06.859450+00:00,0.3423999999999996,True
2022-06-28 10:49:21.503642+00:00,0.3343999999999996,True
2022-06-28 11:21:07.661510+00:00,0.3293999999999996,True
2022-06-28 11:52:22.212642+00:00,0.3283999999999996,True
2022-06-28 12:23:36.539628+00:00,0.3243999999999996,True
2022-06-28 12:54:51.107947+00:00,0.3203999999999996,True
2022-06-28 13:26:05.421480+00:00,0.3133999999999996,True
2022-06-28 13:57:19.574102+00:00,0.3173999999999996,True
2022-06-28 14:28:33.985428+00:00,0.3133999999999996,True
2022-06-28 14:59:48.071677+00:00,0.3093999999999996,True
2022-06-28 15:31:02.457513+00:00,0.3023999999999996,True
2022-06-28 16:02:16.782150+00:00,0.3003999999999996,True
2022-06-28 16:33:30.701573+00:00,0.2963999999999996,True
2022-06-28 17:04:45.265936+00:00,0.2933999999999996,True
2022-06-28 17:35:59.418545+00:00,0.2863999999999996,True
2022-06-28 18:07:13.655503+00:00,0.2853999999999996,True
2022-06-28 18:38:27.582723+00:00,0.2843999999999996,True
2022-06-28 19:09:42.138464+00:00,0.2853999999999996,True
2022-06-28 19:40:56.620755+00:00,0.2753999999999996,True
2022-06-28 20:12:11.019715+00:00,0.2783999999999996,True
2022-06-28 20:43:23.914076+00:00,0.2743999999999996,True
2022-06-28 21:14:53.267802+00:00,0.2753999999999996,True
2022-06-28 21:46:07.500310+00:00,0.2743999999999996,True
2022-06-28 22:17:21.976395+00:00,0.2803999999999996,True
2022-06-28 22:48:36.456745+00:00,0.2833999999999996,True
2022-06-28 23:19:50.618709+00:00,0.2813999999999996,True
2022-06-28 23:51:04.707273+00:00,0.2803999999999996,True
2022-06-29 00:22:19.050984+00:00,0.2823999999999996,True
2022-06-29 00:53:34.142116+00:00,0.2763999999999996,True
2022-06-29 01:24:48.146760+00:00,0.2723999999999996,True
2022-06-29 01:56:02.546858+00:00,0.2723999999999996,True
2022-06-29 02:27:15.501471+00:00,0.2723999999999996,True
2022-06-29 02:58:29.661748+00:00,0.2733999999999996,True
2022-06-29 03:30:14.226249+00:00,0.2723999999999996,True
2022-06-29 04:01:58.943209+00:00,0.2723999999999996,True
2022-06-29 04:33:12.939107+00:00,0.2693999999999996,True
2022-06-29 05:04:27.275292+00:00,0.2683999999999996,True
2022-06-29 05:35:41.432089+00:00,0.2673999999999996,True
2022-06-29 06:06:55.825776+00:00,0.2673999999999996,True
2022-06-29 06:38:10.624778+00:00,0.2653999999999996,True
2022-06-29 07:09:24.631245+00:00,0.2663999999999996,True
2022-06-29 07:40:54.054812+00:00,0.2713999999999996,True
2022-06-29 08:12:08.547242+00:00,0.2703999999999996,True
2022-06-29 08:43:23.026141+00:00,0.2603999999999996,True
2022-06-29 09:14:37.182714+00:00,0.2603999999999996,True
2022-06-29 09:45:51.343234+00:00,0.2623999999999996,True
2022-06-29 10:17:05.439009+00:00,0.2593999999999996,True
2022-06-29 10:48:19.919417+00:00,0.2613999999999996,True
2022-06-29 11:19:34.053264+00:00,0.2613999999999996,True
2022-06-29 11:51:04.470512+00:00,0.2613999999999996,True
2022-06-29 12:22:33.680311+00:00,0.2613999999999996,True
2022-06-29 12:53:47.928248+00:00,0.2653999999999996,True
2022-06-29 13:25:02.465181+00:00,0.2643999999999996,True
2022-06-29 13:56:16.621152+00:00,0.2643999999999996,True
2022-06-29 14:27:30.863890+00:00,0.2643999999999996,True
2022-06-29 14:58:45.431727+00:00,0.2663999999999996,True
2022-06-29 15:29:58.379169+00:00,0.2693999999999996,True
2022-06-29 16:01:13.265946+00:00,0.2683999999999996,True
2022-06-29 16:32:26.791721+00:00,0.2513999999999996,True
2022-06-29 17:03:40.944627+00:00,0.2443999999999996,True
2022-06-29 17:34:55.740613+00:00,0.2313999999999996,True
2022-06-29 18:06:09.813944+00:00,0.2333999999999996,True
2022-06-29 18:37:24.216843+00:00,0.2293999999999996,True
2022-06-29 19:08:38.297863+00:00,0.2393999999999996,True
2022-06-29 19:39:52.778453+00:00,0.2393999999999996,True
2022-06-29 20:11:07.029026+00:00,0.2393999999999996,True
2022-06-29 20:42:21.350838+00:00,0.2413999999999996,True
2022-06-29 21:13:35.666657+00:00,0.2303999999999996,True
2022-06-29 21:44:50.406837+00:00,0.2243999999999996,True
2022-06-29 22:16:19.905725+00:00,0.2373999999999996,True
2022-06-29 22:47:39.818022+00:00,0.2433999999999996,True
2022-06-29 23:18:54.379720+00:00,0.2423999999999996,True
2022-06-29 23:50:39.102018+00:00,0.2393999999999996,True
2022-06-30 00:21:53.982752+00:00,0.2443999999999996,True
2022-06-30 00:53:08.224116+00:00,0.2463999999999996,True
2022-06-30 01:24:22.535023+00:00,0.2433999999999996,True
2022-06-30 01:55:37.342270+00:00,0.2553999999999996,True
2022-06-30 02:26:51.512151+00:00,0.2503999999999996,True
2022-06-30 02:58:05.590043+00:00,0.2513999999999996,True
2022-06-30 03:29:20.065628+00:00,0.2613999999999996,True
2022-06-30 04:00:34.454226+00:00,0.2613999999999996,True
2022-06-30 04:31:48.386500+00:00,0.2613999999999996,True
2022-06-30 05:03:03.101203+00:00,0.2683999999999996,True
2022-06-30 05:34:16.861079+00:00,0.2693999999999996,True
2022-06-30 06:05:31.027051+00:00,0.2713999999999996,True
2022-06-30 06:36:45.264533+00:00,0.2733999999999996,True
2022-06-30 07:07:59.667893+00:00,0.2753999999999996,True
2022-06-30 07:39:13.999794+00:00,0.2733999999999996,True
2022-06-30 08:10:29.507014+00:00,0.2713999999999996,True
2022-06-30 08:41:43.419969+00:00,0.2743999999999996,True
2022-06-30 09:13:01.754265+00:00,0.2733999999999996,True
2022-06-30 09:44:16.213626+00:00,0.2713999999999996,True
2022-06-30 10:15:30.546566+00:00,0.2713999999999996,True
2022-06-30 10:46:44.559102+00:00,0.2713999999999996,True
2022-06-30 11:17:58.702896+00:00,0.2753999999999996,True
2022-06-30 11:49:13.046552+00:00,0.2753999999999996,True
2022-06-30 12:20:27.417821+00:00,0.2713999999999996,True
2022-06-30 12:51:41.813494+00:00,0.2733999999999996,True
2022-06-30 13:22:56.692421+00:00,0.2753999999999996,True
2022-06-30 13:54:15.359306+00:00,0.2763999999999996,True
2022-06-30 14:25:33.975811+00:00,0.2773999999999996,True
2022-06-30 14:56:48.377298+00:00,0.2743999999999996,True
2022-06-30 15:28:02.467368+00:00,0.2683999999999996,True
2022-06-30 15:59:31.814447+00:00,0.2663999999999996,True
2022-06-30 16:30:46.056873+00:00,0.2553999999999996,True
2022-06-30 17:02:00.705489+00:00,0.2463999999999996,True
2022-06-30 17:33:15.106611+00:00,0.2503999999999996,True
2022-06-30 18:04:29.654469+00:00,0.2453999999999996,True
2022-06-30 18:36:14.104477+00:00,0.2503999999999996,True
2022-06-30 19:07:28.218560+00:00,0.2503999999999996,True
2022-06-30 19:38:42.623301+00:00,0.2503999999999996,True
2022-06-30 20:10:01.817214+00:00,0.2503999999999996,True
2022-06-30 20:41:16.057727+00:00,0.2513999999999996,True
2022-06-30 21:12:30.138947+00:00,0.2503999999999996,True
2022-06-30 21:43:47.501997+00:00,0.2393999999999996,True
2022-06-30 22:15:02.133844+00:00,0.2583999999999996,True
2022-06-30 22:46:16.394479+00:00,0.2523999999999996,True
2022-06-30 23:17:30.454550+00:00,0.2573999999999996,True
2022-06-30 23:48:45.105729+00:00,0.2493999999999996,True
2022-07-01 00:19:58.950759+00:00,0.2643999999999996,True
2022-07-01 00:51:13.022685+00:00,0.2603999999999996,True
2022-07-01 01:22:27.674412+00:00,0.2623999999999996,True
2022-07-01 01:53:41.985801+00:00,0.2603999999999996,True
2022-07-01 02:24:55.827816+00:00,0.2563999999999996,True
2022-07-01 02:56:10.220147+00:00,0.2613999999999996,True
2022-07-01 03:27:24.384954+00:00,0.2573999999999996,True
2022-07-01 03:58:38.773267+00:00,0.2603999999999996,True
2022-07-01 04:29:52.944966+00:00,0.2603999999999996,True
2022-07-01 05:01:07.337449+00:00,0.2613999999999996,True
2022-07-01 05:32:21.818544+00:00,0.2603999999999996,True
2022-07-01 06:03:36.467821+00:00,0.2623999999999996,True
2022-07-01 06:34:51.190894+00:00,0.2633999999999996,True
2022-07-01 07:06:05.515073+00:00,0.2643999999999996,True
2022-07-01 07:37:20.069301+00:00,0.2633999999999996,True
2022-07-01 08:08:34.545438+00:00,0.2663999999999996,True
2022-07-01 08:39:48.700454+00:00,0.2643999999999996,True
2022-07-01 09:11:03.103443+00:00,0.2663999999999996,True
2022-07-01 09:42:32.457067+00:00,0.2643999999999996,True
2022-07-01 10:14:02.061963+00:00,0.2663999999999996,True
2022-07-01 10:45:16.386926+00:00,0.2683999999999996,True
2022-07-01 11:17:01.188929+00:00,0.2663999999999996,True
2022-07-01 11:48:15.757512+00:00,0.2653999999999996,True
2022-07-01 12:19:29.653497+00:00,0.2663999999999996,True
2022-07-01 12:50:43.979894+00:00,0.2673999999999996,True
2022-07-01 13:21:58.458610+00:00,0.2673999999999996,True
2022-07-01 13:53:12.698346+00:00,0.2683999999999996,True
2022-07-01 14:24:41.837769+00:00,0.2663999999999996,True
2022-07-01 14:55:56.300172+00:00,0.2703999999999996,True
2022-07-01 15:27:10.453927+00:00,0.2643999999999996,True
2022-07-01 15:58:24.710424+00:00,0.2653999999999996,True
2022-07-01 16:29:39.334278+00:00,0.2573999999999996,True
2022-07-01 17:00:53.822669+00:00,0.2443999999999996,True
2022-07-01 17:32:08.056162+00:00,0.2313999999999996,True
2022-07-01 18:03:22.461362+00:00,0.2413999999999996,True
2022-07-01 18:34:36.775588+00:00,0.2413999999999996,True
2022-07-01 19:05:56.459725+00:00,0.2513999999999996,True
2022-07-01 19:37:10.703534+00:00,0.2533999999999996,True
2022-07-01 20:08:55.343480+00:00,0.2503999999999996,True
2022-07-01 20:40:09.671297+00:00,0.2423999999999996,True
2022-07-01 21:11:23.827364+00:00,0.2443999999999996,True
2022-07-01 21:42:36.946464+00:00,0.2463999999999996,True
2022-07-01 22:13:51.254066+00:00,0.2513999999999996,True
2022-07-01 22:45:05.506050+00:00,0.2483999999999996,True
2022-07-01 23:16:19.983055+00:00,0.2453999999999996,True
2022-07-01 23:47:34.696766+00:00,0.2533999999999996,True
2022-07-02 00:18:49.022601+00:00,0.2503999999999996,True
2022-07-02 00:50:03.268962+00:00,0.2573999999999996,True
2022-07-02 01:21:17.573972+00:00,0.2553999999999996,True
2022-07-02 01:52:31.979146+00:00,0.2543999999999996,True
2022-07-02 02:23:46.224822+00:00,0.2553999999999996,True
2022-07-02 02:55:00.933357+00:00,0.2543999999999996,True
2022-07-02 03:26:15.025004+00:00,0.2553999999999996,True
2022-07-02 03:57:47.270027+00:00,0.2533999999999996,True
2022-07-02 04:29:01.433505+00:00,0.2583999999999996,True
2022-07-02 05:00:15.504079+00:00,0.2583999999999996,True
2022-07-02 05:31:30.232704+00:00,0.2583999999999996,True
2022-07-02 06:02:44.471882+00:00,0.2593999999999996,True
2022-07-02 06:33:58.945528+00:00,0.2583999999999996,True
2022-07-02 07:05:13.102193+00:00,0.2593999999999996,True
2022-07-02 07:36:27.260237+00:00,0.2593999999999996,True
2022-07-02 08:07:41.589700+00:00,0.2603999999999996,True
2022-07-02 08:38:56.219981+00:00,0.2603999999999996,True
2022-07-02 09:10:56.133712+00:00,0.2653999999999996,True
2022-07-02 09:42:10.696373+00:00,0.2623999999999996,True
2022-07-02 10:13:26.063947+00:00,0.2643999999999996,True
2022-07-02 10:44:40.383829+00:00,0.2643999999999996,True
2022-07-02 11:15:54.541641+00:00,0.2643999999999996,True
2022-07-02 11:47:08.787427+00:00,0.2653999999999996,True
2022-07-02 12:18:23.178837+00:00,0.2663999999999996,True
2022-07-02 12:49:37.742088+00:00,0.2633999999999996,True
2022-07-02 13:20:51.909515+00:00,0.2673999999999996,True
2022-07-02 13:52:06.469968+00:00,0.2653999999999996,True
2022-07-02 14:23:20.713144+00:00,0.2653999999999996,True
2022-07-02 14:54:35.265534+00:00,0.2623999999999996,True
2022-07-02 15:25:49.505151+00:00,0.2603999999999996,True
2022-07-02 15:57:03.652937+00:00,0.2593999999999996,True
2022-07-02 16:28:18.378820+00:00,0.2543999999999996,True
2022-07-02 16:59:32.699814+00:00,0.2553999999999996,True
2022-07-02 17:30:50.938215+00:00,0.2463999999999996,True
2022-07-02 18:02:04.778382+00:00,0.2483999999999996,True
2022-07-02 18:33:18.942907+00:00,0.2433999999999996,True
2022-07-02 19:04:33.255738+00:00,0.2503999999999996,True
2022-07-02 19:35:47.423761+00:00,0.2523999999999996,True
2022-07-02 20:07:01.661971+00:00,0.2513999999999996,True
2022-07-02 20:38:16.779589+00:00,0.2463999999999996,True
2022-07-02 21:09:29.898897+00:00,0.2463999999999996,True
2022-07-02 21:40:44.219718+00:00,0.2473999999999996,True
2022-07-02 22:11:58.384889+00:00,0.2483999999999996,True
2022-07-02 22:43:19.898446+00:00,0.2513999999999996,True
2022-07-02 23:14:34.377965+00:00,0.2583999999999996,True
2022-07-02 23:46:04.936714+00:00,0.2463999999999996,True
2022-07-03 00:17:20.304102+00:00,0.2483999999999996,True
2022-07-03 00:48:34.618653+00:00,0.2523999999999996,True
2022-07-03 01:19:48.865480+00:00,0.2493999999999996,True
2022-07-03 01:51:03.425723+00:00,0.2543999999999996,True
2022-07-03 02:22:17.820731+00:00,0.2533999999999996,True
2022-07-03 02:53:32.264597+00:00,0.2563999999999996,True
2022-07-03 03:24:46.311381+00:00,0.2583999999999996,True
2022-07-03 03:56:00.952080+00:00,0.2613999999999996,True
2022-07-03 04:27:14.946728+00:00,0.2583999999999996,True
2022-07-03 04:58:29.174527+00:00,0.2543999999999996,True
2022-07-03 05:29:44.057371+00:00,0.2613999999999996,True
2022-07-03 06:00:58.459940+00:00,0.2583999999999996,True
2022-07-03 06:32:12.454720+00:00,0.2593999999999996,True
2022-07-03 07:03:26.550197+00:00,0.2583999999999996,True
2022-07-03 07:34:40.865923+00:00,0.2593999999999996,True
2022-07-03 08:05:55.596820+00:00,0.2603999999999996,True
2022-07-03 08:37:09.743258+00:00,0.2593999999999996,True
2022-07-03 09:08:24.306060+00:00,0.2603999999999996,True
2022-07-03 09:39:37.339951+00:00,0.2593999999999996,True
2022-07-03 10:10:51.735358+00:00,0.2613999999999996,True
2022-07-03 10:42:05.819528+00:00,0.2583999999999996,True
2022-07-03 11:13:20.222836+00:00,0.2563999999999996,True
2022-07-03 11:44:34.473434+00:00,0.2603999999999996,True
2022-07-03 12:15:48.707597+00:00,0.2593999999999996,True
2022-07-03 12:47:03.255854+00:00,0.2573999999999996,True
2022-07-03 13:18:37.586109+00:00,0.2573999999999996,True
2022-07-03 13:49:51.739417+00:00,0.2583999999999996,True
2022-07-03 14:21:34.939857+00:00,0.2593999999999996,True
2022-07-03 14:52:51.099987+00:00,0.2583999999999996,True
2022-07-03 15:24:05.424510+00:00,0.2583999999999996,True
2022-07-03 15:55:19.423569+00:00,0.2563999999999996,True
2022-07-03 16:26:49.017996+00:00,0.2493999999999996,True
2022-07-03 16:58:03.177492+00:00,0.2503999999999996,True
2022-07-03 17:29:17.422843+00:00,0.2503999999999996,True
2022-07-03 18:00:31.658272+00:00,0.2423999999999996,True
2022-07-03 18:31:45.992685+00:00,0.2403999999999996,True
2022-07-03 19:03:15.507116+00:00,0.2493999999999996,True
2022-07-03 19:34:29.901581+00:00,0.2533999999999996,True
2022-07-03 20:06:00.562861+00:00,0.2513999999999996,True
2022-07-03 20:37:14.859301+00:00,0.2453999999999996,True
2022-07-03 21:08:29.100756+00:00,0.2453999999999996,True
2022-07-03 21:39:43.257826+00:00,0.2453999999999996,True
2022-07-03 22:11:27.903311+00:00,0.2453999999999996,True
2022-07-03 22:42:42.067584+00:00,0.2463999999999996,True
2022-07-03 23:13:56.711856+00:00,0.2453999999999996,True
2022-07-03 23:45:11.094893+00:00,0.2433999999999996,True
2022-07-04 00:16:25.428659+00:00,0.2483999999999996,True
2022-07-04 00:47:39.976869+00:00,0.2503999999999996,True
2022-07-04 01:18:54.159472+00:00,0.2523999999999996,True
2022-07-04 01:50:08.217538+00:00,0.2513999999999996,True
2022-07-04 02:21:38.778848+00:00,0.2513999999999996,True
2022-07-04 02:52:53.578112+00:00,0.2523999999999996,True
2022-07-04 03:24:09.499161+00:00,0.2513999999999996,True
2022-07-04 03:55:23.427611+00:00,0.2543999999999996,True
2022-07-04 04:26:37.738428+00:00,0.2503999999999996,True
2022-07-04 04:58:07.500476+00:00,0.2503999999999996,True
2022-07-04 05:29:20.377536+00:00,0.2533999999999996,True
2022-07-04 06:00:34.463121+00:00,0.2543999999999996,True
2022-07-04 06:31:48.706025+00:00,0.2533999999999996,True
2022-07-04 07:03:03.179013+00:00,0.2553999999999996,True
2022-07-04 07:34:17.662365+00:00,0.2583999999999996,True
2022-07-04 08:05:31.898558+00:00,0.2563999999999996,True
2022-07-04 08:36:46.542138+00:00,0.2573999999999996,True
2022-07-04 09:08:01.106422+00:00,0.2563999999999996,True
2022-07-04 09:39:15.273082+00:00,0.2563999999999996,True
2022-07-04 10:10:29.903878+00:00,0.2573999999999996,True
2022-07-04 10:41:44.552699+00:00,0.2593999999999996,True
2022-07-04 11:12:59.028798+00:00,0.2593999999999996,True
2022-07-04 11:44:12.951059+00:00,0.2583999999999996,True
2022-07-04 12:15:27.586692+00:00,0.2623999999999996,True
2022-07-04 12:46:41.911315+00:00,0.2613999999999996,True
2022-07-04 13:17:55.829759+00:00,0.2613999999999996,True
2022-07-04 13:49:10.938096+00:00,0.2633999999999996,True
2022-07-04 14:20:25.033934+00:00,0.2633999999999996,True
2022-07-04 14:51:39.182545+00:00,0.2593999999999996,True
2022-07-04 15:23:23.579565+00:00,0.2583999999999996,True
2022-07-04 15:54:37.657416+00:00,0.2603999999999996,True
2022-07-04 16:25:51.977705+00:00,0.2553999999999996,True
2022-07-04 16:57:06.387505+00:00,0.2523999999999996,True
2022-07-04 17:28:20.705833+00:00,0.2473999999999996,True
2022-07-04 17:59:35.018648+00:00,0.2473999999999996,True
2022-07-04 18:30:49.502047+00:00,0.2463999999999996,True
2022-07-04 19:02:03.817766+00:00,0.2403999999999996,True
2022-07-04 19:33:18.468239+00:00,0.2493999999999996,True
2022-07-04 20:04:32.954323+00:00,0.2483999999999996,True
2022-07-04 20:35:47.420183+00:00,0.2503999999999996,True
2022-07-04 21:07:01.422561+00:00,0.2473999999999996,True
2022-07-04 21:38:19.820232+00:00,0.2463999999999996,True
2022-07-04 22:09:34.153598+00:00,0.2523999999999996,True
2022-07-04 22:40:48.302603+00:00,0.2493999999999996,True
2022-07-04 23:12:02.615227+00:00,0.2443999999999996,True
2022-07-04 23:43:16.783589+00:00,0.2513999999999996,True
2022-07-05 00:14:30.864706+00:00,0.2503999999999996,True
2022-07-05 00:46:15.264232+00:00,0.2493999999999996,True
2022-07-05 01:17:29.654031+00:00,0.2513999999999996,True
2022-07-05 01:48:43.977619+00:00,0.2503999999999996,True
2022-07-05 02:20:13.582434+00:00,0.2513999999999996,True
2022-07-05 02:51:28.135455+00:00,0.2543999999999996,True
2022-07-05 03:22:42.300634+00:00,0.2513999999999996,True
2022-07-05 03:53:56.550551+00:00,0.2483999999999996,True
2022-07-05 04:25:11.115116+00:00,0.2503999999999996,True
2022-07-05 04:56:25.501802+00:00,0.2513999999999996,True
2022-07-05 05:27:39.744955+00:00,0.2523999999999996,True
2022-07-05 05:58:52.622227+00:00,0.2543999999999996,True
2022-07-05 06:30:06.774744+00:00,0.2553999999999996,True
2022-07-05 07:01:20.935807+00:00,0.2563999999999996,True
2022-07-05 07:32:35.256516+00:00,0.2553999999999996,True
2022-07-05 08:03:49.258834+00:00,0.2573999999999996,True
2022-07-05 08:35:03.503075+00:00,0.2603999999999996,True
2022-07-05 09:06:17.913368+00:00,0.2583999999999996,True
2022-07-05 09:37:32.306714+00:00,0.2613999999999996,True
2022-07-05 10:08:46.619482+00:00,0.2593999999999996,True
2022-07-05 10:40:00.791167+00:00,0.2583999999999996,True
2022-07-05 11:11:14.701109+00:00,0.2623999999999996,True
2022-07-05 11:42:29.418385+00:00,0.2603999999999996,True
2022-07-05 12:13:46.388909+00:00,0.2623999999999996,True
2022-07-05 12:44:59.901610+00:00,0.2623999999999996,True
2022-07-05 13:16:14.072926+00:00,0.2623999999999996,True
2022-07-05 13:47:28.789937+00:00,0.2613999999999996,True
2022-07-05 14:18:47.574955+00:00,0.2603999999999996,True
2022-07-05 14:50:01.897695+00:00,0.2583999999999996,True
2022-07-05 15:21:16.066122+00:00,0.2593999999999996,True
2022-07-05 15:52:30.142073+00:00,0.2583999999999996,True
2022-07-05 16:23:44.218558+00:00,0.2563999999999996,True
2022-07-05 16:54:58.619482+00:00,0.2543999999999996,True
2022-07-05 17:26:12.870136+00:00,0.2443999999999996,True
2022-07-05 17:57:27.025161+00:00,0.2383999999999996,True
2022-07-05 18:28:41.190146+00:00,0.2453999999999996,True
2022-07-05 19:00:25.787127+00:00,0.2533999999999996,True
2022-07-05 19:31:40.139129+00:00,0.2453999999999996,True
2022-07-05 20:02:54.624649+00:00,0.2493999999999996,True
2022-07-05 20:34:08.384698+00:00,0.2413999999999996,True
2022-07-05 21:05:22.931535+00:00,0.2403999999999996,True
2022-07-05 21:36:37.018551+00:00,0.2393999999999996,True
2022-07-05 22:07:56.862142+00:00,0.2433999999999996,True
2022-07-05 22:39:11.111096+00:00,0.2463999999999996,True
2022-07-05 23:10:25.342783+00:00,0.2373999999999996,True
2022-07-05 23:41:39.580015+00:00,0.2433999999999996,True
2022-07-06 00:12:54.067388+00:00,0.2443999999999996,True
2022-07-06 00:44:08.379760+00:00,0.2483999999999996,True
2022-07-06 01:15:22.545698+00:00,0.2393999999999996,True
2022-07-06 01:47:07.187850+00:00,0.2463999999999996,True
2022-07-06 02:18:21.424623+00:00,0.2423999999999996,True
2022-07-06 02:50:06.071208+00:00,0.2483999999999996,True
2022-07-06 03:21:20.306067+00:00,0.2453999999999996,True
2022-07-06 03:52:34.632382+00:00,0.2483999999999996,True
2022-07-06 04:24:04.295498+00:00,0.2463999999999996,True
