,Bridge5,class
2022-09-21 13:01:36.223854+00:00,0.141,True
2022-09-21 13:12:50.546590+00:00,0.142,True
2022-09-21 13:24:35.111058+00:00,0.142,True
2022-09-21 13:35:49.587186+00:00,0.143,True
2022-09-21 13:47:03.983026+00:00,0.142,True
2022-09-21 13:58:18.063300+00:00,0.138,True
2022-09-21 14:10:19.989715+00:00,0.14,True
2022-09-21 14:21:34.070263+00:00,0.139,True
2022-09-21 14:33:18.783418+00:00,0.138,True
2022-09-21 14:44:33.587669+00:00,0.139,True
2022-09-21 14:55:47.750590+00:00,0.137,True
2022-09-21 15:07:02.316630+00:00,0.139,True
2022-09-21 15:18:14.952828+00:00,0.135,True
2022-09-21 15:29:30.145056+00:00,0.137,True
2022-09-21 15:40:44.701435+00:00,0.135,True
2022-09-21 15:52:14.226261+00:00,0.135,True
2022-09-21 16:03:28.467833+00:00,0.136,True
2022-09-21 16:14:42.862452+00:00,0.134,True
2022-09-21 16:25:55.905110+00:00,0.136,True
2022-09-21 16:37:11.272441+00:00,0.133,True
2022-09-21 16:48:26.220778+00:00,0.133,True
2022-09-21 16:59:40.221674+00:00,0.135,True
2022-09-21 17:11:25.131245+00:00,0.129,True
2022-09-21 17:22:39.533767+00:00,0.128,True
2022-09-21 17:33:54.225292+00:00,0.124,True
2022-09-21 17:45:08.710387+00:00,0.122,True
2022-09-21 17:56:23.187158+00:00,0.12,True
2022-09-21 18:07:37.266781+00:00,0.119,True
2022-09-21 18:18:51.107762+00:00,0.118,True
2022-09-21 18:30:05.746885+00:00,0.12,True
2022-09-21 18:41:20.101673+00:00,0.118,True
2022-09-21 18:52:35.033205+00:00,0.116,True
2022-09-21 19:04:19.267684+00:00,0.115,True
2022-09-21 19:15:34.231617+00:00,0.117,True
2022-09-21 19:26:48.066713+00:00,0.113,True
2022-09-21 19:38:02.870533+00:00,0.113,True
2022-09-21 19:49:17.426684+00:00,0.114,True
2022-09-21 20:00:31.822992+00:00,0.117,True
2022-09-21 20:11:45.924010+00:00,0.116,True
2022-09-21 20:23:00.222023+00:00,0.114,True
2022-09-21 20:34:15.031627+00:00,0.114,True
2022-09-21 20:45:28.947264+00:00,0.113,True
2022-09-21 20:56:42.867100+00:00,0.106,True
2022-09-21 20:57:50.465527+00:00,0.116,True
2022-09-21 21:09:04.789956+00:00,0.112,True
2022-09-21 21:20:18.944407+00:00,0.115,True
2022-09-21 21:31:33.426620+00:00,0.116,True
2022-09-21 21:43:04.150474+00:00,0.108,True
2022-09-21 21:54:18.468085+00:00,0.114,True
2022-09-21 22:05:32.631836+00:00,0.111,True
2022-09-21 22:16:47.350719+00:00,0.114,True
2022-09-21 22:28:01.025441+00:00,0.112,True
2022-09-21 22:39:15.664771+00:00,0.114,True
2022-09-21 22:50:30.228001+00:00,0.11,True
2022-09-21 23:01:44.544285+00:00,0.112,True
2022-09-21 23:12:58.867971+00:00,0.114,True
2022-09-21 23:24:13.189662+00:00,0.11,True
2022-09-21 23:35:31.183317+00:00,0.108,True
2022-09-21 23:46:42.386810+00:00,0.102,True
2022-09-21 23:57:56.870933+00:00,0.101,True
2022-09-22 00:09:11.269238+00:00,0.105,True
2022-09-22 00:20:25.913212+00:00,0.106,True
2022-09-22 00:31:40.640181+00:00,0.106,True
2022-09-22 00:42:54.952223+00:00,0.108,True
2022-09-22 00:54:24.143914+00:00,0.105,True
2022-09-22 01:05:38.786105+00:00,0.107,True
2022-09-22 01:16:53.229577+00:00,0.112,True
2022-09-22 01:28:37.341879+00:00,0.11,True
2022-09-22 01:39:52.068078+00:00,0.108,True
2022-09-22 01:51:06.151100+00:00,0.106,True
2022-09-22 02:02:20.393864+00:00,0.103,True
2022-09-22 02:13:34.863516+00:00,0.112,True
2022-09-22 02:24:48.786744+00:00,0.105,True
2022-09-22 02:36:03.263268+00:00,0.106,True
2022-09-22 02:47:17.350828+00:00,0.105,True
2022-09-22 02:58:31.748776+00:00,0.109,True
2022-09-22 03:09:46.144467+00:00,0.106,True
2022-09-22 03:21:15.507082+00:00,0.107,True
2022-09-22 03:32:29.902985+00:00,0.11,True
2022-09-22 03:43:43.750521+00:00,0.109,True
2022-09-22 03:54:57.917498+00:00,0.105,True
2022-09-22 04:06:12.224969+00:00,0.102,True
2022-09-22 04:17:26.542412+00:00,0.101,True
2022-09-22 04:29:11.507641+00:00,0.108,True
2022-09-22 04:40:55.747736+00:00,0.102,True
2022-09-22 04:52:10.470559+00:00,0.102,True
2022-09-22 05:03:24.628388+00:00,0.107,True
2022-09-22 05:14:39.027096+00:00,0.105,True
2022-09-22 05:25:53.111959+00:00,0.103,True
2022-09-22 05:37:23.024870+00:00,0.107,True
2022-09-22 05:48:37.907343+00:00,0.107,True
2022-09-22 05:59:52.546412+00:00,0.11,True
2022-09-22 06:11:06.781077+00:00,0.11,True
2022-09-22 06:22:21.188065+00:00,0.108,True
2022-09-22 06:33:35.105169+00:00,0.108,True
2022-09-22 06:44:49.346253+00:00,0.111,True
2022-09-22 06:56:03.988460+00:00,0.111,True
2022-09-22 07:07:18.068800+00:00,0.11,True
2022-09-22 07:18:32.383417+00:00,0.108,True
2022-09-22 07:29:46.947102+00:00,0.107,True
2022-09-22 07:41:01.103908+00:00,0.11,True
2022-09-22 07:52:15.589426+00:00,0.108,True
2022-09-22 08:03:29.987948+00:00,0.107,True
2022-09-22 08:14:44.623343+00:00,0.106,True
2022-09-22 08:25:58.549466+00:00,0.107,True
2022-09-22 08:37:43.187791+00:00,0.108,True
2022-09-22 08:48:57.663776+00:00,0.11,True
2022-09-22 09:00:11.746631+00:00,0.108,True
2022-09-22 09:11:25.901281+00:00,0.108,True
2022-09-22 09:22:40.226041+00:00,0.108,True
2022-09-22 09:33:54.546091+00:00,0.109,True
2022-09-22 09:45:09.341011+00:00,0.107,True
2022-09-22 09:56:38.541480+00:00,0.108,True
2022-09-22 10:08:23.264404+00:00,0.107,True
2022-09-22 10:19:37.828144+00:00,0.108,True
2022-09-22 10:30:50.467066+00:00,0.108,True
2022-09-22 10:42:05.108109+00:00,0.108,True
2022-09-22 10:53:19.348672+00:00,0.109,True
2022-09-22 11:04:33.583596+00:00,0.108,True
2022-09-22 11:15:47.670714+00:00,0.107,True
2022-09-22 11:27:18.306477+00:00,0.109,True
2022-09-22 11:38:32.866786+00:00,0.113,True
2022-09-22 11:49:46.942242+00:00,0.112,True
2022-09-22 12:01:32.622600+00:00,0.109,True
2022-09-22 12:12:46.545964+00:00,0.111,True
2022-09-22 12:24:01.105071+00:00,0.112,True
2022-09-22 12:35:15.261791+00:00,0.111,True
2022-09-22 12:46:29.905293+00:00,0.111,True
2022-09-22 12:57:44.148212+00:00,0.112,True
2022-09-22 13:08:58.306695+00:00,0.114,True
2022-09-22 13:20:12.541653+00:00,0.114,True
2022-09-22 13:31:26.942512+00:00,0.115,True
2022-09-22 13:42:41.592027+00:00,0.113,True
2022-09-22 13:54:00.796448+00:00,0.113,True
2022-09-22 14:05:30.947390+00:00,0.113,True
2022-09-22 14:16:45.186139+00:00,0.114,True
2022-09-22 14:27:59.677582+00:00,0.114,True
2022-09-22 14:39:13.906536+00:00,0.115,True
2022-09-22 14:50:29.423530+00:00,0.119,True
2022-09-22 15:01:44.946685+00:00,0.118,True
2022-09-22 15:12:59.183260+00:00,0.113,True
2022-09-22 15:24:13.826488+00:00,0.115,True
2022-09-22 15:35:27.748407+00:00,0.115,True
2022-09-22 15:46:42.146414+00:00,0.111,True
2022-09-22 15:57:56.148573+00:00,0.109,True
2022-09-22 16:09:10.305932+00:00,0.108,True
2022-09-22 16:20:43.109960+00:00,0.111,True
2022-09-22 16:32:01.911755+00:00,0.106,True
2022-09-22 16:43:16.383676+00:00,0.11,True
2022-09-22 16:54:30.467986+00:00,0.104,True
2022-09-22 17:05:44.548555+00:00,0.107,True
2022-09-22 17:16:59.266576+00:00,0.106,True
2022-09-22 17:28:18.623412+00:00,0.1,True
2022-09-22 17:40:03.673096+00:00,0.102,True
2022-09-22 17:51:18.702637+00:00,0.095,True
2022-09-22 18:02:32.392863+00:00,0.104,True
2022-09-22 18:14:05.031732+00:00,0.094,True
2022-09-22 18:25:19.421619+00:00,0.097,True
2022-09-22 18:36:33.747452+00:00,0.1,True
2022-09-22 18:47:47.674008+00:00,0.096,True
2022-09-22 18:59:02.461454+00:00,0.093,True
2022-09-22 19:10:16.390779+00:00,0.099,True
2022-09-22 19:21:31.103134+00:00,0.093,True
2022-09-22 19:32:45.346478+00:00,0.09,True
2022-09-22 19:43:59.665046+00:00,0.098,True
2022-09-22 19:55:13.822389+00:00,0.095,True
2022-09-22 20:07:05.054649+00:00,0.102,True
2022-09-22 20:18:19.583847+00:00,0.091,True
2022-09-22 20:29:33.661535+00:00,0.096,True
2022-09-22 20:41:03.269589+00:00,0.099,True
2022-09-22 20:52:17.830067+00:00,0.091,True
2022-09-22 21:03:32.550479+00:00,0.093,True
2022-09-22 21:14:49.345962+00:00,0.097,True
2022-09-22 21:26:03.581496+00:00,0.097,True
2022-09-22 21:37:18.388817+00:00,0.092,True
2022-09-22 21:48:32.221033+00:00,0.096,True
2022-09-22 21:59:47.191527+00:00,0.095,True
2022-09-22 22:11:01.106372+00:00,0.1,True
2022-09-22 22:22:15.908811+00:00,0.093,True
2022-09-22 22:33:29.746783+00:00,3.056,False
2022-09-22 22:44:43.854962+00:00,0.086,True
2022-09-22 22:55:58.316548+00:00,0.091,True
2022-09-22 23:07:12.384509+00:00,0.096,True
2022-09-22 23:18:25.903692+00:00,0.102,True
2022-09-22 23:29:40.303997+00:00,0.101,True
2022-09-22 23:40:53.992371+00:00,0.099,True
2022-09-22 23:52:08.552089+00:00,0.095,True
2022-09-23 00:03:23.031603+00:00,0.092,True
2022-09-23 00:14:37.904776+00:00,0.098,True
2022-09-23 00:25:52.464917+00:00,0.092,True
2022-09-23 00:37:06.623088+00:00,0.098,True
2022-09-23 00:48:21.028898+00:00,0.099,True
2022-09-23 01:00:05.508862+00:00,0.102,True
2022-09-23 01:11:19.904427+00:00,0.097,True
2022-09-23 01:22:33.350648+00:00,0.102,True
2022-09-23 01:33:47.509116+00:00,0.102,True
2022-09-23 01:45:01.742803+00:00,0.098,True
2022-09-23 01:56:31.347586+00:00,0.099,True
2022-09-23 02:07:45.269860+00:00,0.095,True
2022-09-23 02:18:59.424082+00:00,0.101,True
2022-09-23 02:30:29.188200+00:00,0.098,True
2022-09-23 02:41:43.752513+00:00,0.099,True
2022-09-23 02:52:57.906469+00:00,0.099,True
2022-09-23 03:04:12.389619+00:00,0.101,True
2022-09-23 03:15:26.873932+00:00,0.1,True
2022-09-23 03:26:46.788931+00:00,0.101,True
2022-09-23 03:38:01.104310+00:00,0.101,True
2022-09-23 03:49:15.666083+00:00,0.101,True
2022-09-23 04:00:30.146457+00:00,0.105,True
2022-09-23 04:11:44.306847+00:00,0.104,True
2022-09-23 04:22:57.588806+00:00,0.104,True
2022-09-23 04:34:11.749448+00:00,0.102,True
2022-09-23 04:45:25.986472+00:00,0.103,True
2022-09-23 04:56:40.389154+00:00,0.101,True
2022-09-23 05:07:54.781610+00:00,0.099,True
2022-09-23 05:19:09.589594+00:00,0.101,True
2022-09-23 05:30:54.867142+00:00,0.101,True
2022-09-23 05:42:24.152361+00:00,0.101,True
2022-09-23 05:53:54.626957+00:00,0.102,True
2022-09-23 06:05:09.108818+00:00,0.103,True
2022-09-23 06:16:23.825528+00:00,0.103,True
2022-09-23 06:27:37.991617+00:00,0.106,True
2022-09-23 06:38:51.985721+00:00,0.107,True
2022-09-23 06:50:36.381764+00:00,0.11,True
2022-09-23 07:01:56.065364+00:00,0.109,True
2022-09-23 07:13:10.469398+00:00,0.112,True
2022-09-23 07:24:23.349927+00:00,0.106,True
2022-09-23 07:35:37.667869+00:00,0.108,True
2022-09-23 07:46:52.227726+00:00,0.103,True
2022-09-23 07:58:05.267254+00:00,0.107,True
2022-09-23 08:09:19.670791+00:00,0.103,True
2022-09-23 08:20:33.507448+00:00,0.104,True
2022-09-23 08:31:47.669264+00:00,0.103,True
2022-09-23 08:43:02.066789+00:00,0.105,True
2022-09-23 08:54:15.983514+00:00,0.106,True
2022-09-23 09:05:30.224297+00:00,0.107,True
2022-09-23 09:16:44.306448+00:00,0.108,True
2022-09-23 09:27:58.627525+00:00,0.108,True
2022-09-23 09:39:13.345817+00:00,0.109,True
2022-09-23 09:50:27.506537+00:00,0.108,True
2022-09-23 10:01:41.346193+00:00,0.109,True
2022-09-23 10:12:55.585039+00:00,0.108,True
2022-09-23 10:24:09.907989+00:00,0.107,True
2022-09-23 10:35:24.465985+00:00,0.108,True
2022-09-23 10:46:38.785160+00:00,0.11,True
2022-09-23 10:57:53.267845+00:00,0.111,True
2022-09-23 11:09:07.509716+00:00,0.111,True
2022-09-23 11:20:21.903131+00:00,0.111,True
2022-09-23 11:31:36.141772+00:00,0.11,True
2022-09-23 11:42:50.463631+00:00,0.112,True
2022-09-23 11:54:34.864440+00:00,0.111,True
2022-09-23 12:05:49.586720+00:00,0.109,True
2022-09-23 12:17:03.661727+00:00,0.109,True
2022-09-23 12:28:17.985182+00:00,0.108,True
2022-09-23 12:39:32.861758+00:00,0.111,True
2022-09-23 12:51:17.106088+00:00,0.11,True
2022-09-23 13:02:31.669305+00:00,0.112,True
2022-09-23 13:14:16.385411+00:00,0.112,True
2022-09-23 13:25:30.868849+00:00,0.113,True
2022-09-23 13:36:45.031120+00:00,0.113,True
2022-09-23 13:47:59.263527+00:00,0.115,True
2022-09-23 13:59:13.746568+00:00,0.112,True
2022-09-23 14:10:28.066479+00:00,0.113,True
2022-09-23 14:22:12.711080+00:00,0.115,True
2022-09-23 14:33:27.187178+00:00,0.114,True
2022-09-23 14:44:41.264468+00:00,0.115,True
2022-09-23 14:55:55.425924+00:00,0.114,True
2022-09-23 15:07:09.823280+00:00,0.113,True
2022-09-23 15:18:23.909521+00:00,0.115,True
2022-09-23 15:29:38.226208+00:00,0.117,True
2022-09-23 15:40:52.461777+00:00,0.111,True
2022-09-23 15:52:07.106290+00:00,0.119,True
2022-09-23 16:03:21.749670+00:00,0.109,True
2022-09-23 16:14:51.985407+00:00,0.109,True
2022-09-23 16:26:06.225478+00:00,0.111,True
2022-09-23 16:37:20.305147+00:00,0.112,True
2022-09-23 16:48:35.362385+00:00,0.109,True
2022-09-23 17:00:19.589142+00:00,0.107,True
2022-09-23 17:11:34.388910+00:00,0.105,True
2022-09-23 17:22:48.782551+00:00,0.103,True
2022-09-23 17:34:03.826739+00:00,0.104,True
2022-09-23 17:45:18.147056+00:00,0.103,True
2022-09-23 17:56:33.107110+00:00,0.108,True
2022-09-23 18:07:47.914185+00:00,0.1,True
2022-09-23 18:19:32.465010+00:00,0.101,True
2022-09-23 18:30:47.025597+00:00,0.102,True
2022-09-23 18:42:01.346388+00:00,0.1,True
2022-09-23 18:53:15.821986+00:00,0.1,True
2022-09-23 19:04:30.150485+00:00,0.096,True
2022-09-23 19:15:44.789798+00:00,0.096,True
2022-09-23 19:26:57.341679+00:00,0.096,True
2022-09-23 19:38:16.150575+00:00,0.098,True
2022-09-23 19:49:30.310463+00:00,0.098,True
2022-09-23 20:00:44.791242+00:00,0.099,True
2022-09-23 20:11:59.261811+00:00,0.095,True
2022-09-23 20:23:13.821973+00:00,0.094,True
2022-09-23 20:34:27.982413+00:00,0.095,True
2022-09-23 20:45:42.785774+00:00,0.104,True
2022-09-23 20:56:57.668381+00:00,0.087,True
2022-09-23 21:08:11.344364+00:00,0.098,True
2022-09-23 21:19:25.825862+00:00,0.091,True
2022-09-23 21:30:55.583481+00:00,0.088,True
2022-09-23 21:42:09.823532+00:00,3.056,False
2022-09-23 21:53:24.315628+00:00,0.091,True
2022-09-23 22:04:38.476844+00:00,0.09,True
2022-09-23 22:16:08.866602+00:00,0.093,True
2022-09-23 22:27:26.629125+00:00,0.09,True
2022-09-23 22:38:40.802976+00:00,0.095,True
2022-09-23 22:50:15.750465+00:00,0.092,True
2022-09-23 23:01:28.546243+00:00,0.095,True
2022-09-23 23:12:43.056249+00:00,0.088,True
2022-09-23 23:23:57.107969+00:00,0.099,True
2022-09-23 23:35:15.828005+00:00,0.099,True
2022-09-23 23:46:30.150953+00:00,0.108,True
2022-09-23 23:57:44.305183+00:00,0.099,True
2022-09-24 00:08:58.626993+00:00,0.104,True
2022-09-24 00:20:13.994513+00:00,0.105,True
2022-09-24 00:31:28.547227+00:00,0.103,True
2022-09-24 00:42:43.426545+00:00,0.1,True
2022-09-24 00:53:57.105403+00:00,0.109,True
2022-09-24 01:05:11.610916+00:00,0.097,True
2022-09-24 01:16:40.950100+00:00,0.099,True
2022-09-24 01:27:55.028420+00:00,0.105,True
2022-09-24 01:39:39.834998+00:00,0.098,True
2022-09-24 01:50:53.668911+00:00,0.1,True
2022-09-24 02:02:07.589336+00:00,0.099,True
2022-09-24 02:13:22.151137+00:00,0.097,True
2022-09-24 02:24:36.717539+00:00,0.099,True
2022-09-24 02:35:50.787182+00:00,0.104,True
2022-09-24 02:47:04.865080+00:00,0.101,True
2022-09-24 02:58:19.436368+00:00,0.101,True
2022-09-24 03:09:33.350192+00:00,0.101,True
2022-09-24 03:20:47.669481+00:00,0.103,True
2022-09-24 03:32:01.908845+00:00,0.106,True
2022-09-24 03:43:16.064339+00:00,0.104,True
2022-09-24 03:54:30.143005+00:00,0.105,True
2022-09-24 04:05:45.105860+00:00,0.104,True
2022-09-24 04:16:59.277504+00:00,0.104,True
2022-09-24 04:28:16.549036+00:00,0.106,True
2022-09-24 04:39:30.621672+00:00,0.105,True
2022-09-24 04:51:01.187766+00:00,0.105,True
2022-09-24 05:02:15.851928+00:00,0.103,True
2022-09-24 05:13:30.069113+00:00,0.106,True
2022-09-24 05:24:44.629445+00:00,0.106,True
2022-09-24 05:35:58.862537+00:00,0.108,True
2022-09-24 05:47:12.867811+00:00,0.107,True
2022-09-24 05:58:27.023499+00:00,0.106,True
2022-09-24 06:09:41.270523+00:00,0.107,True
2022-09-24 06:21:11.266700+00:00,0.108,True
2022-09-24 06:32:40.386016+00:00,0.107,True
2022-09-24 06:43:55.026795+00:00,0.107,True
2022-09-24 06:55:09.826138+00:00,0.109,True
2022-09-24 07:06:24.468641+00:00,0.107,True
2022-09-24 07:17:38.629125+00:00,0.108,True
2022-09-24 07:29:07.983819+00:00,0.109,True
2022-09-24 07:40:21.991877+00:00,0.108,True
2022-09-24 07:51:36.468273+00:00,0.11,True
2022-09-24 08:02:51.022477+00:00,0.108,True
2022-09-24 08:14:05.506218+00:00,0.109,True
2022-09-24 08:25:19.670857+00:00,0.11,True
2022-09-24 08:36:34.549490+00:00,0.111,True
2022-09-24 08:47:48.866667+00:00,0.111,True
2022-09-24 08:59:02.866790+00:00,0.111,True
2022-09-24 09:10:17.268269+00:00,0.11,True
2022-09-24 09:21:31.508416+00:00,0.114,True
2022-09-24 09:32:46.065478+00:00,0.113,True
2022-09-24 09:44:00.229053+00:00,0.114,True
2022-09-24 09:55:14.630832+00:00,0.114,True
2022-09-24 10:06:28.866877+00:00,0.117,True
2022-09-24 10:17:43.188085+00:00,0.116,True
2022-09-24 10:29:27.662282+00:00,0.117,True
2022-09-24 10:40:41.590432+00:00,0.117,True
2022-09-24 10:51:55.751157+00:00,0.117,True
2022-09-24 11:03:10.065011+00:00,0.118,True
2022-09-24 11:14:24.227699+00:00,0.118,True
2022-09-24 11:25:38.789978+00:00,0.115,True
2022-09-24 11:36:53.102598+00:00,0.113,True
2022-09-24 11:48:07.262432+00:00,0.115,True
2022-09-24 11:59:21.746714+00:00,0.114,True
2022-09-24 12:10:35.746127+00:00,0.115,True
2022-09-24 12:21:49.905717+00:00,0.114,True
2022-09-24 12:33:04.306005+00:00,0.112,True
2022-09-24 12:44:18.705109+00:00,0.111,True
2022-09-24 12:56:03.429287+00:00,0.114,True
2022-09-24 13:07:47.826143+00:00,0.111,True
2022-09-24 13:19:02.387115+00:00,0.115,True
2022-09-24 13:30:16.783072+00:00,0.116,True
2022-09-24 13:41:31.266341+00:00,0.117,True
2022-09-24 13:52:45.588362+00:00,0.116,True
2022-09-24 14:04:30.062943+00:00,0.115,True
2022-09-24 14:15:59.745425+00:00,0.113,True
2022-09-24 14:27:14.065788+00:00,0.117,True
2022-09-24 14:38:28.468148+00:00,0.118,True
2022-09-24 14:49:43.269272+00:00,0.119,True
2022-09-24 15:00:57.667776+00:00,0.122,True
2022-09-24 15:12:12.467167+00:00,0.121,True
2022-09-24 15:23:27.266928+00:00,0.122,True
2022-09-24 15:34:41.589360+00:00,0.121,True
2022-09-24 15:45:56.148768+00:00,0.118,True
2022-09-24 15:57:10.543739+00:00,0.115,True
2022-09-24 16:08:55.511413+00:00,0.114,True
2022-09-24 16:20:09.834058+00:00,0.115,True
2022-09-24 16:31:23.827498+00:00,0.115,True
2022-09-24 16:42:38.316393+00:00,0.119,True
2022-09-24 16:53:52.707739+00:00,0.117,True
2022-09-24 17:05:22.068400+00:00,0.119,True
2022-09-24 17:16:36.624190+00:00,0.113,True
2022-09-24 17:27:50.782442+00:00,0.114,True
2022-09-24 17:39:05.188406+00:00,0.112,True
2022-09-24 17:50:19.908556+00:00,0.112,True
2022-09-24 18:01:33.827622+00:00,0.114,True
2022-09-24 18:12:46.789007+00:00,0.114,True
2022-09-24 18:24:31.513086+00:00,0.117,True
2022-09-24 18:35:45.271663+00:00,0.115,True
2022-09-24 18:46:59.588684+00:00,0.112,True
2022-09-24 18:58:13.986576+00:00,0.11,True
2022-09-24 19:09:28.463528+00:00,0.111,True
2022-09-24 19:20:43.189423+00:00,0.112,True
2022-09-24 19:31:56.869248+00:00,0.111,True
2022-09-24 19:43:11.108569+00:00,0.115,True
2022-09-24 19:54:41.989774+00:00,0.115,True
2022-09-24 20:06:26.547798+00:00,0.118,True
2022-09-24 20:17:43.988848+00:00,0.116,True
2022-09-24 20:28:55.427882+00:00,0.114,True
2022-09-24 20:40:09.521084+00:00,0.119,True
2022-09-24 20:51:24.228329+00:00,0.114,True
2022-09-24 21:02:42.390547+00:00,0.121,True
2022-09-24 21:14:11.909930+00:00,0.107,True
2022-09-24 21:25:24.709110+00:00,0.118,True
2022-09-24 21:36:37.913872+00:00,0.115,True
2022-09-24 21:47:52.310022+00:00,0.107,True
2022-09-24 21:59:07.030158+00:00,0.118,True
2022-09-24 22:10:36.552469+00:00,0.121,True
2022-09-24 22:21:51.188939+00:00,0.122,True
2022-09-24 22:33:05.101958+00:00,0.117,True
2022-09-24 22:44:19.347944+00:00,0.12,True
2022-09-24 22:55:48.466249+00:00,0.121,True
2022-09-24 23:07:03.424970+00:00,0.121,True
2022-09-24 23:18:32.947858+00:00,0.117,True
2022-09-24 23:29:47.502744+00:00,0.116,True
2022-09-24 23:41:01.907760+00:00,0.118,True
2022-09-24 23:52:15.989767+00:00,0.112,True
2022-09-25 00:03:30.549961+00:00,0.116,True
2022-09-25 00:14:45.029032+00:00,0.12,True
2022-09-25 00:25:59.427968+00:00,0.112,True
2022-09-25 00:37:14.146997+00:00,0.117,True
2022-09-25 00:48:27.984263+00:00,0.121,True
2022-09-25 00:59:42.068361+00:00,0.117,True
2022-09-25 01:10:56.705721+00:00,0.121,True
2022-09-25 01:22:11.429062+00:00,0.116,True
2022-09-25 01:33:25.515492+00:00,0.114,True
2022-09-25 01:44:40.076312+00:00,0.114,True
2022-09-25 01:55:54.469165+00:00,0.121,True
2022-09-25 02:07:09.275330+00:00,0.119,True
2022-09-25 02:18:23.195810+00:00,0.115,True
2022-09-25 02:29:52.785899+00:00,0.115,True
2022-09-25 02:41:07.268957+00:00,0.119,True
2022-09-25 02:52:21.749910+00:00,0.113,True
2022-09-25 03:04:05.992379+00:00,0.115,True
2022-09-25 03:15:20.398910+00:00,0.117,True
2022-09-25 03:26:35.108582+00:00,0.116,True
2022-09-25 03:38:19.750851+00:00,0.115,True
2022-09-25 03:49:32.542421+00:00,0.116,True
2022-09-25 04:00:46.789993+00:00,0.121,True
2022-09-25 04:12:01.592899+00:00,0.119,True
2022-09-25 04:24:01.342566+00:00,0.121,True
2022-09-25 04:35:16.067445+00:00,0.118,True
2022-09-25 04:46:30.790824+00:00,0.119,True
2022-09-25 04:57:45.189668+00:00,0.12,True
2022-09-25 05:08:59.116682+00:00,0.12,True
2022-09-25 05:20:43.992428+00:00,0.119,True
2022-09-25 05:31:58.148083+00:00,0.12,True
2022-09-25 05:43:12.302587+00:00,0.119,True
2022-09-25 05:54:26.545287+00:00,0.121,True
2022-09-25 06:05:41.354909+00:00,0.12,True
2022-09-25 06:16:55.754520+00:00,0.121,True
2022-09-25 06:28:40.626226+00:00,0.12,True
2022-09-25 06:39:54.301114+00:00,0.12,True
2022-09-25 06:51:08.943001+00:00,0.12,True
2022-09-25 07:02:23.902492+00:00,0.122,True
2022-09-25 07:13:37.589076+00:00,0.123,True
2022-09-25 07:24:52.146087+00:00,0.122,True
2022-09-25 07:36:06.547538+00:00,0.122,True
2022-09-25 07:47:21.030137+00:00,0.121,True
2022-09-25 07:58:35.350000+00:00,0.123,True
2022-09-25 08:09:49.743666+00:00,0.123,True
2022-09-25 08:21:04.062229+00:00,0.122,True
2022-09-25 08:32:18.146749+00:00,0.121,True
2022-09-25 08:43:32.546381+00:00,0.121,True
2022-09-25 08:54:46.786694+00:00,0.124,True
2022-09-25 09:06:17.109366+00:00,0.124,True
2022-09-25 09:17:36.388711+00:00,0.126,True
2022-09-25 09:28:50.705788+00:00,0.125,True
2022-09-25 09:40:05.271025+00:00,0.126,True
2022-09-25 09:51:18.147598+00:00,0.127,True
2022-09-25 10:02:32.306166+00:00,0.127,True
2022-09-25 10:13:46.631752+00:00,0.127,True
2022-09-25 10:25:01.108479+00:00,0.129,True
2022-09-25 10:36:15.183339+00:00,0.126,True
2022-09-25 10:47:29.343675+00:00,0.127,True
2022-09-25 10:58:44.071161+00:00,0.128,True
2022-09-25 11:09:57.982058+00:00,0.129,True
2022-09-25 11:21:11.343236+00:00,0.132,True
2022-09-25 11:32:55.513094+00:00,0.129,True
2022-09-25 11:44:09.832703+00:00,0.131,True
2022-09-25 11:55:24.310814+00:00,0.132,True
2022-09-25 12:06:38.466350+00:00,0.131,True
2022-09-25 12:17:52.705810+00:00,0.127,True
2022-09-25 12:29:37.346787+00:00,0.128,True
2022-09-25 12:40:52.224792+00:00,0.129,True
2022-09-25 12:52:06.631312+00:00,0.13,True
2022-09-25 13:03:20.793170+00:00,0.131,True
2022-09-25 13:14:34.866803+00:00,0.133,True
2022-09-25 13:25:49.666971+00:00,0.134,True
2022-09-25 13:37:03.828129+00:00,0.135,True
2022-09-25 13:48:18.140331+00:00,0.134,True
2022-09-25 13:59:32.222842+00:00,0.135,True
2022-09-25 14:10:45.823638+00:00,0.136,True
2022-09-25 14:22:29.985594+00:00,0.134,True
2022-09-25 14:33:44.460298+00:00,0.136,True
2022-09-25 14:45:28.941800+00:00,0.136,True
2022-09-25 14:56:43.102759+00:00,0.136,True
2022-09-25 15:08:11.586318+00:00,0.134,True
2022-09-25 15:19:25.902711+00:00,0.137,True
2022-09-25 15:31:10.382582+00:00,0.133,True
2022-09-25 15:42:24.466022+00:00,0.134,True
2022-09-25 15:53:43.824628+00:00,0.131,True
2022-09-25 16:04:58.624545+00:00,0.127,True
2022-09-25 16:16:28.466656+00:00,0.13,True
2022-09-25 16:27:43.346397+00:00,0.132,True
2022-09-25 16:38:57.899730+00:00,0.133,True
2022-09-25 16:50:12.544744+00:00,0.128,True
2022-09-25 17:01:27.186018+00:00,0.129,True
2022-09-25 17:12:42.225504+00:00,0.129,True
2022-09-25 17:23:56.302852+00:00,0.123,True
2022-09-25 17:35:10.944550+00:00,0.123,True
2022-09-25 17:46:25.588818+00:00,0.12,True
2022-09-25 17:57:39.595946+00:00,0.117,True
